video,question,starttime,endtime,frame,timestamp,confidence,success,x_0,y_0,z_0,x_1,y_1,z_1,x_h0,y_h0,z_h0,x_h1,y_h1,z_h1
490,tell me about something you did recently that you really enjoyed,614.19,635.925,18753.0,625.066666156,0.957368840735,1.0,-0.141412086355,0.294514843798,-0.942538532925,-0.307285335375,0.280656666156,-0.9072113951,-0.126430511495,0.437197918836,-0.885361531394,-0.286763833691,0.391844499234,-0.868150566616
490,do you consider yourself more shy or outgoing,156.098,165.35,4822.5,160.716665468,0.96422952518,1.0,-0.0756677809928,0.232083345324,-0.966813341727,-0.232056730216,0.246122823741,-0.938217769784,-0.143731677986,0.471434582734,-0.866127428058,-0.298072679856,0.471334611511,-0.825906165468
491,tell me about your relationship with your family,437.085,467.33,13567.5,452.2166663,0.923543565969,0.95154185022,-0.156257378235,0.108829050357,-0.972542993392,-0.372105747026,0.0627937050892,-0.912732992291,-0.11796888353,0.151924936057,-0.952549572687,-0.303995408304,0.0436877253227,-0.916871459251
491,who's someone that's been a positive influence in your life,469.815,490.849,14410.5,480.316666139,0.962020314873,1.0,-0.106494633497,-0.00427791280934,-0.989320841772,-0.324524188291,-0.00957970331013,-0.938567501582,-0.12682772457,0.0795528887278,-0.973817435127,-0.335204807278,0.0355977542661,-0.924861621835
491,how easy is it for you to get a good night's sleep,568.829,584.99,17308.5,576.916666667,0.94070986214,1.0,-0.158454236379,0.0265641816049,-0.978909516461,-0.385682162551,-0.018554540144,-0.914980055556,-0.126903352675,0.114346978117,-0.94545072428,-0.330967936214,0.00778954446543,-0.899717382716
491,sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax,332.638,346.28,10184.5,339.45,0.976937529268,1.0,-0.14051590878,0.110707900976,-0.98293867561,-0.333489465854,0.0487679294488,-0.939444390244,-0.159790077529,0.208518782683,-0.960857963415,-0.328336336585,0.094420993561,-0.936651831707
491,do you consider yourself more shy or outgoing,307.187,331.819,9586.5,319.516666216,0.966955659459,1.0,-0.0684535945541,0.0995220290676,-0.988251214865,-0.234408081622,0.111834748973,-0.961505397297,-0.109737639216,0.141932463882,-0.968095851351,-0.267898709838,0.144932524696,-0.938338058108
491,how have you been feeling lately,594.338,620.502,18223.5,607.416666667,0.903764828499,0.905852417303,-0.118346560254,0.0437053470738,-0.982673952926,-0.31449348257,0.0303805533085,-0.937342169211,-0.0777908849237,0.106857787509,-0.979334895674,-0.257174323655,0.0503863696859,-0.949863891858
491,how would your best friend describe you,721.123,733.72,21824.0,727.433332454,0.460965702375,0.430079155673,-0.0755790501266,0.0215542536939,-0.986187796834,-0.171126324538,-0.0169272429156,-0.957495319261,-0.0456202505277,0.0528098536029,-0.989715659631,-0.120518472559,-0.0164160184433,-0.979232567282
491,what advice would you give to yourself ten or twenty years ago,762.933,777.592,23109.0,770.266666667,0.865383433107,0.843537414966,-0.0648980646848,0.0329810082222,-0.990753913832,-0.236451367347,0.0201856103692,-0.960521555556,-0.0492496984807,0.16443878102,-0.968817512472,-0.214653391383,0.116791840658,-0.947500356009
491,tell me about the last time you felt really happy,702.403,721.47,21359.0,711.933333333,0.958408233857,1.0,-0.0902863543944,0.00264044504887,-0.990332472949,-0.317537600349,-0.0127049654625,-0.939349478185,-0.0798776190393,0.116925777486,-0.978717921466,-0.29950909075,0.0547455057023,-0.943453462478
491,tell me about something you did recently that you really enjoyed,792.552,838.889,24473.0,815.733333573,0.929639498203,0.972681524083,-0.0980953080971,0.110674434901,-0.979524706686,-0.341451783968,0.0864729884078,-0.925809179008,-0.0686628652579,0.192435959519,-0.942509829619,-0.293018377139,0.132300116452,-0.906421627606
491,when was the last time you argued with someone and what was it about,364.997,385.484,11258.5,375.25,0.792110990747,0.683441558442,-0.00654674477597,-0.0518288203734,-0.974639064935,-0.207004034599,-0.0380912215422,-0.957040160714,-0.0428761702516,0.110861224667,-0.960068941558,-0.224453548506,0.0968815947451,-0.892595131494
492,tell me about your relationship with your family,637.367,649.94,19310.5,643.65,0.917479701058,1.0,-0.0442103171032,0.129513261376,-0.988976539683,-0.278445634921,0.138308812963,-0.948368375661,-0.142013740423,0.17905555,-0.969593796296,-0.37118478836,0.168287256085,-0.908967957672
492,tell me about the last time you felt really happy,716.399,757.17,22104.5,736.783333333,0.936628705882,1.0,-0.0471913048645,0.117206257516,-0.989857826797,-0.295022344771,0.119254227206,-0.94576875,-0.173068215605,0.202215515679,-0.959003203431,-0.412459761438,0.170233023282,-0.889121229575
492,who's someone that's been a positive influence in your life,649.92,680.13,19952.0,665.033332966,0.929308952591,1.0,-0.0249138793713,0.116246900695,-0.990752450937,-0.307171725469,0.115316441698,-0.9420206957,-0.152386053451,0.179955035488,-0.967908046307,-0.424219261852,0.140792410401,-0.88860613892
492,sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax,321.363,349.46,10063.5,335.416667062,0.886079723934,0.998815165877,-0.024203169805,0.120152568246,-0.99083139455,-0.27880628436,0.122663420735,-0.950749242891,-0.134157070995,0.231989286848,-0.960984202607,-0.382448292654,0.21047724455,-0.897314850711
492,how would your best friend describe you,758.582,779.0,23064.5,768.783333876,0.888515071661,0.99348534202,-0.0322360146668,0.122722607655,-0.989586985342,-0.279439835505,0.123952305049,-0.949774527687,-0.147919748974,0.201756210879,-0.963803962541,-0.387963759121,0.178062715961,-0.899434739414
492,when was the last time you argued with someone and what was it about,350.701,467.346,12271.5,409.016666571,0.922606257714,1.0,-0.0254159511562,0.128212597737,-0.989296604857,-0.281760024314,0.124199049409,-0.949358493429,-0.110109813697,0.155054502672,-0.974733090286,-0.360460926413,0.131695050541,-0.916814627429
492,do you consider yourself more shy or outgoing,306.522,318.6,9378.0,312.566666667,0.923218757576,1.0,-0.0519150996887,0.127256720716,-0.987233586777,-0.28552500551,0.123977476584,-0.947408316804,-0.0908763613113,0.20616607741,-0.967819666667,-0.319586997245,0.17862987438,-0.924489090909
492,how have you been feeling lately,693.45,699.88,20901.0,696.666668394,0.923238782383,1.0,-0.0588465275181,0.10697753487,-0.990314860104,-0.265317751295,0.138484384456,-0.950971404145,-0.162117201938,0.175418270466,-0.965869093264,-0.363835295337,0.185353898446,-0.905612948187
492,how easy is it for you to get a good night's sleep,682.106,692.8,20624.5,687.45,0.89029013354,0.975155279503,-0.0288730681755,0.121250817702,-0.989807307453,-0.264725515528,0.142364667081,-0.950318540373,-0.153957799348,0.191458578882,-0.964890968944,-0.384394375776,0.187585512733,-0.897733428571
492,what advice would you give to yourself ten or twenty years ago,826.521,869.054,25435.0,847.8,0.919090633516,0.994518402506,-0.0557367562905,0.119608845871,-0.988727424432,-0.278404207518,0.101671282888,-0.950514589663,-0.117005024292,0.245724682537,-0.949140978074,-0.329976168605,0.203680755442,-0.910154342991
428,what's something you feel guilty about,238.315,245.91,7264.0,242.1,0.978245934498,1.0,0.133675217904,0.284754244541,-0.947392537118,-0.0411855533974,0.385041165939,-0.919189991266,-0.0168386079738,0.456468126638,-0.883810646288,-0.139022003057,0.586404331878,-0.794153449782
428,how easy is it for you to get a good night's sleep,387.139,393.19,11706.0,390.166666667,0.969453464481,1.0,0.112286831148,0.335517218579,-0.931495650273,-0.129286494579,0.329552349727,-0.930313021858,0.0755772273224,0.634716196721,-0.762935699454,-0.147023409399,0.622663322404,-0.76330673224
428,tell me about something you did recently that you really enjoyed,585.187,605.174,17856.5,595.183333333,0.954061435,1.0,0.0350533889167,0.351547575,-0.92825246,-0.222533725667,0.298813078333,-0.922384785,0.00957493618333,0.509715296667,-0.830063555,-0.230120838833,0.419400083333,-0.8469246
428,tell me about your relationship with your family,346.919,355.03,10530.5,350.983331967,0.971638,1.0,0.0811012123361,0.397550254098,-0.911451057377,-0.174106431557,0.348401717213,-0.918405278689,0.0561521465451,0.678987815574,-0.727359422131,-0.193532295082,0.619730467213,-0.757099372951
428,do you consider yourself more shy or outgoing,163.722,192.46,5344.0,178.1,0.956363383546,1.0,0.103777824971,0.346788219003,-0.926349911935,-0.134769318019,0.342785578216,-0.92398305562,0.0380872307937,0.612855476246,-0.77210502781,-0.188784398482,0.625159417149,-0.743364803013
428,who's someone that's been a positive influence in your life,356.281,385.42,11126.5,370.85,0.970524567352,1.0,0.117905887974,0.361645312785,-0.920917874429,-0.14709542134,0.341583510274,-0.925154190639,0.111541209018,0.648554047945,-0.747128366438,-0.1471142275,0.626537251142,-0.75796260274
428,how have you been feeling lately,418.957,423.75,12642.0,421.366668966,0.973712634483,1.0,0.0556209570345,0.390245841379,-0.917721558621,-0.193325815862,0.3524152,-0.914485151724,0.0986679972414,0.635100689655,-0.762081827586,-0.141231133793,0.574855075862,-0.801555103448
428,tell me about the last time you felt really happy,468.416,484.854,14300.0,476.633333333,0.949109933333,1.0,0.0721478010081,0.345346884848,-0.929665569697,-0.182429732707,0.325308834343,-0.920271274747,-0.0327827878263,0.617705228283,-0.767356480808,-0.264338923232,0.574539385859,-0.756330383838
428,what would you say are some of your best qualities,489.609,557.441,15706.5,523.516666503,0.938086748576,0.97347740668,0.0623003305276,0.343289128256,-0.928195823674,-0.1811377247,0.311426563487,-0.922991904224,0.0129179201509,0.58537323221,-0.775790361493,-0.207603169344,0.537441238556,-0.78255775
428,what are you most proud of in your life,607.261,640.394,18716.0,623.833333668,0.961642824121,1.0,0.109135296905,0.308782635407,-0.937392324623,-0.0983658042985,0.360942860302,-0.922337203015,-0.0107089716161,0.519287245226,-0.828294355779,-0.172637896834,0.57467061005,-0.785905817085
428,when was the last time you argued with someone and what was it about,201.433,236.303,6567.0,218.866666667,0.956452914995,1.0,0.0123281413591,0.39594051767,-0.914329847182,-0.257091402101,0.317936988539,-0.908161855778,-0.0420316288978,0.690099278892,-0.714377748806,-0.291310776504,0.578797906399,-0.750688798472
344,do you consider yourself an introvert,833.73,846.4,25203.0,840.066666667,0.701438905512,0.582677165354,-0.00718506101575,0.111481947769,-0.988083370079,-0.121877585302,0.112539333858,-0.973907766404,-0.148362335958,0.237685383202,-0.925986548556,-0.255922590551,0.229019771654,-0.884655929134
344,how would your best friend describe you,793.74,831.93,24386.0,812.833333043,0.792646492589,0.800348735833,-0.0523218147062,0.157910727463,-0.979122107236,-0.206174793374,0.154047230427,-0.954270960767,-0.12461566438,0.39378629381,-0.871382382738,-0.272370559111,0.371417124063,-0.839082618134
344,what are you most proud of in your life,964.97,994.77,29397.0,979.866667039,0.762413862011,0.798882681564,-0.0263281197866,0.19380443095,-0.969261471508,-0.205923945922,0.180559360223,-0.945754398883,-0.038082723267,0.405891580894,-0.875216365363,-0.213334869857,0.378144507263,-0.850334749721
344,what do you do to relax,847.57,858.84,25597.0,853.2,0.779047660767,0.828908554572,-0.0375155142478,0.170717693805,-0.978843498525,-0.198843575221,0.164536147493,-0.957284454277,-0.129386094395,0.368057705015,-0.897557566372,-0.286539463127,0.352798457227,-0.860091917404
344,how have you been feeling lately,544.19,595.91,17102.5,570.05,0.751523574742,0.707474226804,-0.0258569558789,0.169010111147,-0.974846625644,-0.190336885954,0.149676735277,-0.953436593428,-0.100050004918,0.360131558634,-0.883352955541,-0.255695497423,0.320686028351,-0.858997240979
344,how close are you to your family,501.99,513.18,15228.5,507.583333333,0.770057309524,0.85119047619,-0.0251266969107,0.221746827679,-0.967442285714,-0.202417854167,0.196180821223,-0.948765175595,-0.0951114283036,0.427478681548,-0.873393779762,-0.269723443452,0.391836949405,-0.849897925595
344,when was the last time you felt really happy,515.2,542.04,15859.5,528.616666253,0.72365830273,0.575682382134,-0.00295023501824,0.168822679901,-0.973338937965,-0.148018687345,0.142432054839,-0.960064863524,-0.050581333067,0.336915914392,-0.885252686104,-0.192829437965,0.300011851117,-0.871987920596
344,how easy is it for you to get a good night's sleep,655.09,755.62,21162.0,705.366666556,0.790839374213,0.887636725224,0.0182598525824,0.191383617289,-0.974259200199,-0.168833776566,0.188761820165,-0.9582405058,-0.0565100053015,0.446825216109,-0.869131774279,-0.23896901001,0.438347131919,-0.837783935698
344,what advice would you give yourself ten or twenty years ago,894.07,915.54,27145.0,904.8,0.762106565891,0.73023255814,-0.0176211599814,0.196282249147,-0.970137553488,-0.202530689922,0.17813514,-0.945318322481,-0.0499558641482,0.369385443411,-0.884082243411,-0.231767701318,0.341653634109,-0.860456939535
344,when was the last time you argued with someone and what was it about,477.27,500.53,14668.0,488.9,0.723618364807,0.549356223176,-0.0212165728546,0.165243042918,-0.972109917024,-0.157259409156,0.13921416681,-0.954565037196,-0.0393029712405,0.330412959943,-0.879205446352,-0.172333185408,0.298399821173,-0.872054387697
344,who's someone that's been a positive influence in your life,916.3,962.62,28185.0,939.466666427,0.798422197699,0.886412652768,-0.0219298475361,0.215070054637,-0.969155848311,-0.227333659238,0.190141308799,-0.944748734004,-0.0689929673969,0.446660317757,-0.863717889288,-0.269063844364,0.40680401294,-0.841371114306
345,how would your best friend describe you,321.18,341.94,9947.5,331.55,0.980277278846,1.0,-0.00935037685689,0.119110209303,-0.988726873397,-0.291631354006,0.13344660866,-0.940523003205,-0.109598430796,0.369308502404,-0.914468408654,-0.382858408654,0.372851780609,-0.835073897436
345,what are you most proud of in your life,619.36,669.06,19327.5,644.21666689,0.968546830429,1.0,-0.013409340231,0.0528994377671,-0.991553939008,-0.314670301039,0.0549138624088,-0.93747152748,-0.0836429413613,0.296877245929,-0.931769071046,-0.370078462138,0.289848930489,-0.862937517426
345,how easy is it for you to get a good night's sleep,366.82,439.58,12097.0,403.2,0.978978075584,1.0,-0.00721253055749,0.0854643347957,-0.991069657352,-0.305698383417,0.0919636101177,-0.94307615071,-0.0653106464716,0.32396631016,-0.930429721484,-0.356464600032,0.31601004563,-0.867659621622
345,when was the last time you argued with someone and what was it about,242.1,269.37,7673.0,255.733333333,0.975769411477,1.0,0.0348937564526,0.0976779241917,-0.991802446886,-0.315237042735,0.108358447741,-0.940222058608,-0.0134232446264,0.418576221001,-0.899492372405,-0.357737920635,0.424999649573,-0.824043623932
345,how close are you to your family,172.3,188.44,5412.0,180.366665979,0.980752595876,1.0,0.0751183886124,0.124598485447,-0.986309919588,-0.233662742268,0.195491338144,-0.948791604124,-0.00752128100454,0.38559277732,-0.917681612371,-0.288809548454,0.485815173196,-0.818869620619
345,what advice would you give yourself ten or twenty years ago,690.89,713.41,21065.5,702.15,0.981512202663,1.0,-0.00650313086376,0.0476204207396,-0.99645689497,-0.30224910355,0.0826957401657,-0.947196591716,-0.111761372639,0.234821974852,-0.960457912722,-0.394992921598,0.283472593195,-0.870203328402
345,do you consider yourself an introvert,189.0,198.57,5814.5,193.783333333,0.984426486111,1.0,0.0167025644198,0.1317133875,-0.990145322917,-0.285462895833,0.132839795833,-0.948178430556,-0.0977100468889,0.392131163194,-0.910631777778,-0.391420319444,0.392970888889,-0.827473666667
345,when was the last time you felt really happy,599.23,616.59,18238.5,607.916666667,0.980078731801,1.0,0.0113233301169,0.0349561565134,-0.994770291188,-0.297978086207,0.076017953741,-0.94644547318,-0.169467748921,0.334091268199,-0.915594091954,-0.459186492337,0.364143681418,-0.794420630268
345,who's someone that's been a positive influence in your life,271.38,292.03,8452.0,281.7,0.982314763285,1.0,0.0390364603543,0.131141584428,-0.985987428341,-0.299495413849,0.110604779492,-0.942768045089,-0.030390064496,0.343329090177,-0.933640230274,-0.361707597424,0.319607750403,-0.871927246377
345,how have you been feeling lately,532.53,550.98,16253.5,541.75,0.980608844765,1.0,-0.0154506544303,0.0763025571332,-0.993032028881,-0.309291442238,0.0779108095937,-0.943394711191,-0.165916280199,0.285756605993,-0.936986689531,-0.445851575812,0.268637985632,-0.846943944043
345,what would you say are some of your best qualities,716.18,740.4,21849.5,728.283333791,0.979475809066,1.0,-0.00766285795646,0.0375716168475,-0.993601259615,-0.302623991758,0.071876044331,-0.947115218407,-0.0821331714455,0.277925900676,-0.950112041209,-0.366945048489,0.308048018269,-0.86785906044
346,how close are you to your family,277.25,298.35,8635.0,287.8,0.987726938583,1.0,-0.0558414642655,0.14157785937,-0.983890593701,-0.243350035591,0.175071701217,-0.945332351181,-0.121471306943,0.353150566457,-0.911788149606,-0.293520705039,0.381468165039,-0.853388228346
346,how would your best friend describe you,165.65,182.58,5224.5,174.116667323,0.980318149606,1.0,-0.047500455,0.134987917581,-0.983109909449,-0.24187591378,0.135616001811,-0.953005954724,-0.137469963663,0.437255570866,-0.871028635827,-0.326196005906,0.440705653543,-0.819711935039
346,how easy is it for you to get a good night's sleep,329.59,394.45,10861.5,362.016666495,0.987402106372,0.999486125385,-0.0428728161455,0.122268467293,-0.98739155036,-0.234330625591,0.157217005544,-0.95264761408,-0.116970507513,0.292548742503,-0.930861633094,-0.294912735092,0.33119855376,-0.874818183967
346,what would you say are some of your best qualities,1102.74,1153.68,33847.0,1128.2,0.986913260301,1.0,-0.0312874847472,0.0344537036568,-0.993039370831,-0.250414959385,0.0383379182958,-0.959843848267,-0.167601382333,0.395654691956,-0.882268268149,-0.372868122746,0.406936224984,-0.807613000654
346,what do you do to relax,300.02,326.7,9402.0,313.366666667,0.986406196005,1.0,-0.078550895417,0.162694112235,-0.976038099875,-0.291362661348,0.145806638207,-0.934596470662,-0.126091417484,0.393706555431,-0.872449500624,-0.32499008819,0.361763506167,-0.83794311236
346,what advice would you give yourself ten or twenty years ago,771.26,819.84,23867.5,795.55,0.98114720439,0.996570644719,-0.0206992466053,0.143059829129,-0.984092979424,-0.232382938409,0.14004510422,-0.955779716735,-0.161539106905,0.379667568107,-0.893191967078,-0.360742105336,0.378252074949,-0.831477058299
346,when was the last time you felt really happy,614.66,680.81,19433.0,647.733333501,0.983975074055,0.998488664987,-0.0210713521775,0.10996603511,-0.989293839798,-0.232435549975,0.116119816324,-0.959109217128,-0.174172504353,0.409548998489,-0.876599303778,-0.368915497501,0.418225224282,-0.805270573804
346,when was the last time you argued with someone and what was it about,947.04,1011.54,29379.5,979.283331612,0.989099751033,0.997417355372,-0.0452400806783,0.151381076513,-0.981668888946,-0.268402441834,0.156730192863,-0.943993525826,-0.216587323074,0.399563827066,-0.867487473657,-0.421100050041,0.400857601756,-0.789741869318
346,do you consider yourself an introvert,133.49,164.42,4470.0,148.966666308,0.982991400431,0.995694294941,-0.0484774022368,0.127954413066,-0.986304801938,-0.201516948428,0.12526483487,-0.962762741658,-0.15916571606,0.351481217546,-0.90305446071,-0.308166702583,0.350603462863,-0.865749353068
346,how have you been feeling lately,594.64,612.35,18105.5,603.483332707,0.986258383459,1.0,-0.0408493848609,0.109185457273,-0.989281103383,-0.240929685714,0.147683008526,-0.949986306391,-0.16151584366,0.353473297556,-0.903864684211,-0.345571395244,0.387401917293,-0.827887159774
346,what are you most proud of in your life,681.44,748.46,21449.5,714.95,0.985485338966,0.999005964215,-0.0502129193867,0.102288746509,-0.986705537276,-0.251689712376,0.0909465017828,-0.955423180915,-0.223923805562,0.404214110388,-0.869918922962,-0.408231102535,0.384178259046,-0.805925696322
346,who's someone that's been a positive influence in your life,247.82,275.31,7848.0,261.566666667,0.98345690303,1.0,-0.0576554401576,0.152921556097,-0.980650172121,-0.272269338182,0.131573490887,-0.947416436364,-0.170866793002,0.409950395273,-0.868790671515,-0.372856610667,0.383810633091,-0.817212785455
404,when was the last time you argued with someone and what was it about,225.744,263.159,7334.5,244.45,0.970672616548,1.0,0.0619594714849,0.217492193683,-0.96302922242,-0.0545955271201,0.213673243594,-0.966099986655,0.15404564143,0.385644200623,-0.875789484875,0.048235177387,0.398588953737,-0.884867358541
404,tell me about something you did recently that you really enjoyed,1045.289,1072.631,31770.0,1058.96666261,0.971113554202,1.0,0.0588939561716,0.233626673691,-0.961999493301,-0.110392450086,0.256158703289,-0.950991969549,0.0901789732015,0.432319147381,-0.875218971985,-0.0666050395866,0.460721332521,-0.860988645554
404,do you consider yourself more shy or outgoing,158.495,170.58,4937.0,164.533333333,0.969405790634,1.0,0.104585719174,0.227880983196,-0.963414515152,-0.0254389305152,0.215577024793,-0.97248622314,0.0224338620275,0.442898528926,-0.890688735537,-0.106923135174,0.444966573003,-0.883163980716
404,tell me about the last time you felt really happy,853.715,898.041,26277.0,875.866666416,0.969434963937,1.0,0.187021615886,0.20519110571,-0.948560263711,0.00959281239369,0.231040469572,-0.957774024793,0.161980367806,0.373301439542,-0.900479788129,0.00254103256875,0.41489049737,-0.898650884298
404,how would your best friend describe you,1009.122,1026.65,30538.0,1017.9,0.970523635674,1.0,0.126229282744,0.274516335863,-0.948375339658,-0.0575985074477,0.27483055408,-0.954469481973,0.0827490613852,0.395478967742,-0.905847273245,-0.0926159973643,0.420894753321,-0.895468220114
404,tell me about your relationship with your family,489.249,575.461,15971.5,532.35,0.957571493045,0.979520865533,0.0935299168377,0.263180020131,-0.953248623261,-0.100752978644,0.266849151159,-0.951756323802,0.0835928038544,0.490636133308,-0.853397559505,-0.107411371361,0.503432193972,-0.84040896136
404,what advice would you give to yourself ten or twenty years ago,1028.476,1044.182,31090.5,1036.31667373,0.958383292373,1.0,-0.0341467261271,0.270885754237,-0.955624582627,-0.207459425508,0.253585938559,-0.940144313559,0.0495019564831,0.48352417161,-0.867311065678,-0.117558784725,0.463364997881,-0.869563523305
404,sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax,173.027,212.941,5790.5,192.983333055,0.962182998331,1.0,0.09176821543,0.233686015776,-0.963945843907,-0.0488630574417,0.237269296828,-0.965001973289,0.0437877869222,0.485242777129,-0.86801677379,-0.096711190975,0.493673948247,-0.858151030885
404,how easy is it for you to get a good night's sleep,620.243,637.99,18874.5,629.116666667,0.897591651685,0.87265917603,0.208880087828,0.176916860487,-0.949441355805,0.0420017823502,0.213446564981,-0.963985724719,0.16485465573,0.374423061798,-0.890310279026,0.00995402783296,0.431935571161,-0.873634026217
404,what's something you feel guilty about,265.68,319.604,8780.0,292.633333539,0.971254215565,1.0,0.116023673473,0.248719446572,-0.956455760964,-0.0749291139284,0.250837347498,-0.961336903644,0.121761667845,0.447161329833,-0.876051043854,-0.0669879093387,0.467708234713,-0.87195565349
403,sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax,205.114,233.372,6578.0,219.233333333,0.983549255595,1.0,0.0296708003286,0.286367916372,-0.955608580683,-0.164349398233,0.277261303651,-0.944177015312,0.0788363460518,0.503872277974,-0.856518146054,-0.114052555383,0.497870925795,-0.855549789164
