0.5 0.5,4,{'penalty': 'l1', 'C': 0.001, 'random_state': 42},{'penalty': 'l1', 'C': 0.001, 'random_state': 42},0.35,0.3392857143
0.6 0.4,4,{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},{'penalty': 'l1', 'C': 1.0, 'random_state': 42},0.3333333333,0.8351648352
0.6 0.4,4,{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},{'penalty': 'l2', 'C': 1.0, 'random_state': 42},0.3333333333,0.8351648352
0.6 0.4,4,{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},0.3333333333,0.8351648352
0.6 0.4,4,{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},0.3333333333,0.8351648352
0.6 0.4,4,{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},0.3333333333,0.8351648352
0.6 0.4,4,{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},{'penalty': 'l2', 'C': 1000.0, 'random_state': 42},0.3333333333,0.8351648352
0.6 0.4,4,{'penalty': 'l2', 'C': 1000.0, 'random_state': 42},{'penalty': 'l1', 'C': 0.001, 'random_state': 42},0.3333333333,0.8539325843
0.6 0.4,4,{'penalty': 'l2', 'C': 1000.0, 'random_state': 42},{'penalty': 'l1', 'C': 0.031622776601683791, 'random_state': 42},0.3333333333,0.8260869565
0.6 0.4,4,{'penalty': 'l2', 'C': 1000.0, 'random_state': 42},{'penalty': 'l2', 'C': 0.031622776601683791, 'random_state': 42},0.3333333333,0.8351648352
0.6 0.4,5,{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l1', 'C': 0.031622776601683791, 'random_state': 42},0.3333333333,0.8
0.6 0.4,5,{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l1', 'C': 1.0, 'random_state': 42},0.3333333333,0.8172043011
0.6 0.4,5,{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l2', 'C': 1.0, 'random_state': 42},0.3333333333,0.8172043011
0.6 0.4,5,{'penalty': 'l2', 'C': 1000.0, 'random_state': 42},{'penalty': 'l1', 'C': 1.0, 'random_state': 42},0.3333333333,0.8172043011
0.4 0.6,3,{'penalty': 'l2', 'C': 1.0, 'random_state': 42},{'penalty': 'l1', 'C': 0.031622776601683791, 'random_state': 42},0.3333333333,0.7764705882
0.4 0.6,3,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l1', 'C': 0.031622776601683791, 'random_state': 42},0.3333333333,0.7857142857
0.4 0.6,3,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l2', 'C': 0.031622776601683791, 'random_state': 42},0.3333333333,0.8333333333
0.4 0.6,3,{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l1', 'C': 0.031622776601683791, 'random_state': 42},0.3333333333,0.7951807229
0.4 0.6,3,{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},{'penalty': 'l1', 'C': 0.031622776601683791, 'random_state': 42},0.3333333333,0.7857142857
0.4 0.6,3,{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},{'penalty': 'l2', 'C': 0.031622776601683791, 'random_state': 42},0.3333333333,0.8333333333
0.4 0.6,3,{'penalty': 'l2', 'C': 1000.0, 'random_state': 42},{'penalty': 'l1', 'C': 0.031622776601683791, 'random_state': 42},0.3333333333,0.8048780488
0.4 0.6,4,{'penalty': 'l2', 'C': 0.001, 'random_state': 42},{'penalty': 'l2', 'C': 0.031622776601683791, 'random_state': 42},0.3333333333,0.7346938776
0.4 0.6,4,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l1', 'C': 0.031622776601683791, 'random_state': 42},0.3333333333,0.7789473684
0.4 0.6,4,{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l1', 'C': 0.001, 'random_state': 42},0.3333333333,0.8444444444
0.4 0.6,4,{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l2', 'C': 0.031622776601683791, 'random_state': 42},0.3333333333,0.7916666667
0.4 0.6,4,{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},{'penalty': 'l1', 'C': 0.031622776601683791, 'random_state': 42},0.3333333333,0.7789473684
0.4 0.6,4,{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},{'penalty': 'l2', 'C': 0.031622776601683791, 'random_state': 42},0.3333333333,0.8
0.4 0.6,4,{'penalty': 'l2', 'C': 1000.0, 'random_state': 42},{'penalty': 'l1', 'C': 0.001, 'random_state': 42},0.3333333333,0.8539325843
0.4 0.6,4,{'penalty': 'l2', 'C': 1000.0, 'random_state': 42},{'penalty': 'l2', 'C': 0.031622776601683791, 'random_state': 42},0.3333333333,0.8085106383
0.5 0.5,4,{'penalty': 'l2', 'C': 0.031622776601683791, 'random_state': 42},{'penalty': 'l1', 'C': 0.001, 'random_state': 42},0.3076923077,0.7578947368
0.5 0.5,4,{'penalty': 'l2', 'C': 0.031622776601683791, 'random_state': 42},{'penalty': 'l1', 'C': 0.031622776601683791, 'random_state': 42},0.3076923077,0.7291666667
0.5 0.5,4,{'penalty': 'l1', 'C': 1.0, 'random_state': 42},{'penalty': 'l1', 'C': 0.001, 'random_state': 42},0.3076923077,0.8085106383
0.5 0.5,4,{'penalty': 'l1', 'C': 1.0, 'random_state': 42},{'penalty': 'l2', 'C': 0.031622776601683791, 'random_state': 42},0.3076923077,0.7916666667
0.5 0.5,4,{'penalty': 'l2', 'C': 1.0, 'random_state': 42},{'penalty': 'l1', 'C': 0.001, 'random_state': 42},0.3076923077,0.8172043011
0.5 0.5,4,{'penalty': 'l2', 'C': 1.0, 'random_state': 42},{'penalty': 'l2', 'C': 0.001, 'random_state': 42},0.3076923077,0.7676767677
0.5 0.5,4,{'penalty': 'l2', 'C': 1.0, 'random_state': 42},{'penalty': 'l1', 'C': 0.031622776601683791, 'random_state': 42},0.3076923077,0.7741935484
0.5 0.5,4,{'penalty': 'l2', 'C': 1.0, 'random_state': 42},{'penalty': 'l2', 'C': 0.031622776601683791, 'random_state': 42},0.3076923077,0.7916666667
0.5 0.5,4,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l1', 'C': 0.001, 'random_state': 42},0.3076923077,0.8444444444
0.5 0.5,4,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l2', 'C': 0.001, 'random_state': 42},0.3076923077,0.8
0.5 0.5,4,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l2', 'C': 0.031622776601683791, 'random_state': 42},0.3076923077,0.8085106383
0.5 0.5,4,{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l2', 'C': 0.001, 'random_state': 42},0.3076923077,0.8
0.5 0.5,4,{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},{'penalty': 'l2', 'C': 0.001, 'random_state': 42},0.3076923077,0.8085106383
0.5 0.5,4,{'penalty': 'l2', 'C': 1000.0, 'random_state': 42},{'penalty': 'l2', 'C': 0.001, 'random_state': 42},0.3076923077,0.8172043011
0.5 0.5,5,{'penalty': 'l1', 'C': 1.0, 'random_state': 42},{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},0.3076923077,0.7916666667
0.5 0.5,5,{'penalty': 'l1', 'C': 1.0, 'random_state': 42},{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},0.3076923077,0.7916666667
0.5 0.5,5,{'penalty': 'l1', 'C': 1.0, 'random_state': 42},{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},0.3076923077,0.7916666667
0.5 0.5,5,{'penalty': 'l1', 'C': 1.0, 'random_state': 42},{'penalty': 'l2', 'C': 1000.0, 'random_state': 42},0.3076923077,0.7916666667
0.5 0.5,5,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l2', 'C': 0.031622776601683791, 'random_state': 42},0.3076923077,0.7835051546
0.5 0.5,5,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l1', 'C': 1.0, 'random_state': 42},0.3076923077,0.7835051546
0.5 0.5,5,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l2', 'C': 1.0, 'random_state': 42},0.3076923077,0.7835051546
0.5 0.5,5,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},0.3076923077,0.7916666667
0.5 0.5,5,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},0.3076923077,0.7916666667
0.5 0.5,5,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},0.3076923077,0.7916666667
0.5 0.5,5,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l2', 'C': 1000.0, 'random_state': 42},0.3076923077,0.7916666667
0.5 0.5,5,{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l1', 'C': 0.001, 'random_state': 42},0.3076923077,0.7916666667
0.5 0.5,5,{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l2', 'C': 0.001, 'random_state': 42},0.3076923077,0.76
0.5 0.5,5,{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l1', 'C': 0.031622776601683791, 'random_state': 42},0.3076923077,0.7835051546
0.5 0.5,5,{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l2', 'C': 0.031622776601683791, 'random_state': 42},0.3076923077,0.7835051546
0.5 0.5,5,{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},0.3076923077,0.7916666667
0.5 0.5,5,{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},0.3076923077,0.7916666667
0.5 0.5,5,{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},0.3076923077,0.7916666667
0.5 0.5,5,{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l2', 'C': 1000.0, 'random_state': 42},0.3076923077,0.7916666667
0.5 0.5,5,{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},{'penalty': 'l2', 'C': 0.031622776601683791, 'random_state': 42},0.3076923077,0.7835051546
0.5 0.5,5,{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},{'penalty': 'l1', 'C': 1.0, 'random_state': 42},0.3076923077,0.7835051546
0.5 0.5,5,{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},{'penalty': 'l2', 'C': 1.0, 'random_state': 42},0.3076923077,0.7835051546
0.5 0.5,5,{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},0.3076923077,0.7916666667
0.5 0.5,5,{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},0.3076923077,0.7916666667
0.5 0.5,5,{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},0.3076923077,0.7916666667
0.5 0.5,5,{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},{'penalty': 'l2', 'C': 1000.0, 'random_state': 42},0.3076923077,0.7916666667
0.6 0.4,4,{'penalty': 'l2', 'C': 0.031622776601683791, 'random_state': 42},{'penalty': 'l1', 'C': 0.001, 'random_state': 42},0.3076923077,0.7578947368
0.6 0.4,4,{'penalty': 'l1', 'C': 1.0, 'random_state': 42},{'penalty': 'l1', 'C': 0.001, 'random_state': 42},0.3076923077,0.8172043011
0.6 0.4,4,{'penalty': 'l1', 'C': 1.0, 'random_state': 42},{'penalty': 'l2', 'C': 0.001, 'random_state': 42},0.3076923077,0.7835051546
0.6 0.4,4,{'penalty': 'l1', 'C': 1.0, 'random_state': 42},{'penalty': 'l1', 'C': 0.031622776601683791, 'random_state': 42},0.3076923077,0.8
0.6 0.4,4,{'penalty': 'l1', 'C': 1.0, 'random_state': 42},{'penalty': 'l2', 'C': 0.031622776601683791, 'random_state': 42},0.3076923077,0.8
0.6 0.4,4,{'penalty': 'l2', 'C': 1.0, 'random_state': 42},{'penalty': 'l1', 'C': 0.001, 'random_state': 42},0.3076923077,0.8172043011
0.6 0.4,4,{'penalty': 'l2', 'C': 1.0, 'random_state': 42},{'penalty': 'l2', 'C': 0.001, 'random_state': 42},0.3076923077,0.7916666667
0.6 0.4,4,{'penalty': 'l2', 'C': 1.0, 'random_state': 42},{'penalty': 'l1', 'C': 0.031622776601683791, 'random_state': 42},0.3076923077,0.7708333333
0.6 0.4,4,{'penalty': 'l2', 'C': 1.0, 'random_state': 42},{'penalty': 'l2', 'C': 0.031622776601683791, 'random_state': 42},0.3076923077,0.8
0.6 0.4,4,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l1', 'C': 0.001, 'random_state': 42},0.3076923077,0.8444444444
0.6 0.4,4,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l2', 'C': 0.001, 'random_state': 42},0.3076923077,0.8260869565
0.6 0.4,4,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l2', 'C': 0.031622776601683791, 'random_state': 42},0.3076923077,0.8351648352
0.6 0.4,4,{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l2', 'C': 0.001, 'random_state': 42},0.3076923077,0.8260869565
0.6 0.4,4,{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},{'penalty': 'l2', 'C': 0.001, 'random_state': 42},0.3076923077,0.8260869565
0.6 0.4,4,{'penalty': 'l2', 'C': 1000.0, 'random_state': 42},{'penalty': 'l2', 'C': 0.001, 'random_state': 42},0.3076923077,0.8260869565
0.6 0.4,5,{'penalty': 'l2', 'C': 0.031622776601683791, 'random_state': 42},{'penalty': 'l1', 'C': 0.001, 'random_state': 42},0.3076923077,0.6434782609
0.6 0.4,5,{'penalty': 'l1', 'C': 1.0, 'random_state': 42},{'penalty': 'l1', 'C': 0.001, 'random_state': 42},0.3076923077,0.7524752475
0.6 0.4,5,{'penalty': 'l1', 'C': 1.0, 'random_state': 42},{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},0.3076923077,0.8
0.6 0.4,5,{'penalty': 'l1', 'C': 1.0, 'random_state': 42},{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},0.3076923077,0.8
0.6 0.4,5,{'penalty': 'l1', 'C': 1.0, 'random_state': 42},{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},0.3076923077,0.8
0.6 0.4,5,{'penalty': 'l1', 'C': 1.0, 'random_state': 42},{'penalty': 'l2', 'C': 1000.0, 'random_state': 42},0.3076923077,0.8
0.6 0.4,5,{'penalty': 'l2', 'C': 1.0, 'random_state': 42},{'penalty': 'l1', 'C': 0.031622776601683791, 'random_state': 42},0.3076923077,0.7524752475
0.6 0.4,5,{'penalty': 'l2', 'C': 1.0, 'random_state': 42},{'penalty': 'l2', 'C': 0.031622776601683791, 'random_state': 42},0.3076923077,0.76
0.6 0.4,5,{'penalty': 'l2', 'C': 1.0, 'random_state': 42},{'penalty': 'l1', 'C': 1.0, 'random_state': 42},0.3076923077,0.7835051546
0.6 0.4,5,{'penalty': 'l2', 'C': 1.0, 'random_state': 42},{'penalty': 'l2', 'C': 1.0, 'random_state': 42},0.3076923077,0.7916666667
0.6 0.4,5,{'penalty': 'l2', 'C': 1.0, 'random_state': 42},{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},0.3076923077,0.7916666667
0.6 0.4,5,{'penalty': 'l2', 'C': 1.0, 'random_state': 42},{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},0.3076923077,0.7916666667
0.6 0.4,5,{'penalty': 'l2', 'C': 1.0, 'random_state': 42},{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},0.3076923077,0.7916666667
0.6 0.4,5,{'penalty': 'l2', 'C': 1.0, 'random_state': 42},{'penalty': 'l2', 'C': 1000.0, 'random_state': 42},0.3076923077,0.7916666667
0.6 0.4,5,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l1', 'C': 0.031622776601683791, 'random_state': 42},0.3076923077,0.7835051546
0.6 0.4,5,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l2', 'C': 0.031622776601683791, 'random_state': 42},0.3076923077,0.7835051546
0.6 0.4,5,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l1', 'C': 1.0, 'random_state': 42},0.3076923077,0.8085106383
0.6 0.4,5,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l2', 'C': 1.0, 'random_state': 42},0.3076923077,0.8
0.6 0.4,5,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},0.3076923077,0.8085106383
0.6 0.4,5,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},0.3076923077,0.8085106383
0.6 0.4,5,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},0.3076923077,0.8085106383
0.6 0.4,5,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l2', 'C': 1000.0, 'random_state': 42},0.3076923077,0.8085106383
