0.5 0.5,5,{'penalty': 'l1', 'C': 0.001, 'random_state': 42},{'penalty': 'l2', 'C': 0.001, 'random_state': 42},0.3783783784,0.3825136612
0.5 0.5,5,{'penalty': 'l2', 'C': 1.0, 'random_state': 42},{'penalty': 'l2', 'C': 1.0, 'random_state': 42},0.1052631579,0.487804878
0.5 0.5,5,{'penalty': 'l2', 'C': 1.0, 'random_state': 42},{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},0.1052631579,0.4918032787
0.5 0.5,5,{'penalty': 'l2', 'C': 1.0, 'random_state': 42},{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},0.1052631579,0.4918032787
0.5 0.5,5,{'penalty': 'l2', 'C': 1.0, 'random_state': 42},{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},0.1052631579,0.4918032787
0.5 0.5,5,{'penalty': 'l2', 'C': 1.0, 'random_state': 42},{'penalty': 'l2', 'C': 1000.0, 'random_state': 42},0.1052631579,0.4918032787
0.5 0.5,5,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l1', 'C': 0.031622776601683791, 'random_state': 42},0.1052631579,0.5040650407
0.5 0.5,5,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l2', 'C': 0.031622776601683791, 'random_state': 42},0.1052631579,0.5040650407
0.5 0.5,5,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l1', 'C': 1.0, 'random_state': 42},0.1052631579,0.4958677686
0.5 0.5,5,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l2', 'C': 1.0, 'random_state': 42},0.1052631579,0.4958677686
0.5 0.5,5,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},0.1052631579,0.4958677686
0.5 0.5,5,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},0.1052631579,0.4958677686
0.5 0.5,5,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},0.1052631579,0.4958677686
0.5 0.5,5,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l2', 'C': 1000.0, 'random_state': 42},0.1052631579,0.4958677686
0.5 0.5,5,{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l1', 'C': 0.031622776601683791, 'random_state': 42},0.1052631579,0.5040650407
0.5 0.5,5,{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l2', 'C': 0.031622776601683791, 'random_state': 42},0.1052631579,0.5040650407
0.5 0.5,5,{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l1', 'C': 1.0, 'random_state': 42},0.1052631579,0.4958677686
0.5 0.5,5,{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l2', 'C': 1.0, 'random_state': 42},0.1052631579,0.4958677686
0.5 0.5,5,{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},0.1052631579,0.4958677686
0.5 0.5,5,{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},0.1052631579,0.4958677686
0.5 0.5,5,{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},0.1052631579,0.4958677686
0.5 0.5,5,{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l2', 'C': 1000.0, 'random_state': 42},0.1052631579,0.4958677686
0.5 0.5,5,{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},{'penalty': 'l1', 'C': 0.031622776601683791, 'random_state': 42},0.1052631579,0.5040650407
0.5 0.5,5,{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},{'penalty': 'l2', 'C': 0.031622776601683791, 'random_state': 42},0.1052631579,0.5040650407
0.5 0.5,5,{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},{'penalty': 'l1', 'C': 1.0, 'random_state': 42},0.1052631579,0.4958677686
0.5 0.5,5,{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},{'penalty': 'l2', 'C': 1.0, 'random_state': 42},0.1052631579,0.4958677686
0.5 0.5,5,{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},0.1052631579,0.4958677686
0.5 0.5,5,{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},0.1052631579,0.4958677686
0.5 0.5,5,{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},0.1052631579,0.4958677686
0.5 0.5,5,{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},{'penalty': 'l2', 'C': 1000.0, 'random_state': 42},0.1052631579,0.4958677686
0.5 0.5,5,{'penalty': 'l2', 'C': 1000.0, 'random_state': 42},{'penalty': 'l1', 'C': 0.031622776601683791, 'random_state': 42},0.1052631579,0.5040650407
0.5 0.5,5,{'penalty': 'l2', 'C': 1000.0, 'random_state': 42},{'penalty': 'l2', 'C': 0.031622776601683791, 'random_state': 42},0.1052631579,0.5040650407
0.5 0.5,5,{'penalty': 'l2', 'C': 1000.0, 'random_state': 42},{'penalty': 'l1', 'C': 1.0, 'random_state': 42},0.1052631579,0.5
0.5 0.5,5,{'penalty': 'l2', 'C': 1000.0, 'random_state': 42},{'penalty': 'l2', 'C': 1.0, 'random_state': 42},0.1052631579,0.4918032787
0.5 0.5,5,{'penalty': 'l2', 'C': 1000.0, 'random_state': 42},{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},0.1052631579,0.4958677686
0.5 0.5,5,{'penalty': 'l2', 'C': 1000.0, 'random_state': 42},{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},0.1052631579,0.4958677686
0.5 0.5,5,{'penalty': 'l2', 'C': 1000.0, 'random_state': 42},{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},0.1052631579,0.4958677686
0.5 0.5,5,{'penalty': 'l2', 'C': 1000.0, 'random_state': 42},{'penalty': 'l2', 'C': 1000.0, 'random_state': 42},0.1052631579,0.4958677686
0.6 0.4,4,{'penalty': 'l2', 'C': 0.001, 'random_state': 42},{'penalty': 'l1', 'C': 0.001, 'random_state': 42},0.1052631579,0.448
0.6 0.4,5,{'penalty': 'l1', 'C': 1.0, 'random_state': 42},{'penalty': 'l1', 'C': 0.001, 'random_state': 42},0.1052631579,0.4671532847
0.6 0.4,5,{'penalty': 'l1', 'C': 1.0, 'random_state': 42},{'penalty': 'l1', 'C': 0.031622776601683791, 'random_state': 42},0.1052631579,0.5081967213
0.6 0.4,5,{'penalty': 'l1', 'C': 1.0, 'random_state': 42},{'penalty': 'l2', 'C': 0.031622776601683791, 'random_state': 42},0.1052631579,0.5
0.6 0.4,5,{'penalty': 'l1', 'C': 1.0, 'random_state': 42},{'penalty': 'l1', 'C': 1.0, 'random_state': 42},0.1052631579,0.5123966942
0.6 0.4,5,{'penalty': 'l1', 'C': 1.0, 'random_state': 42},{'penalty': 'l2', 'C': 1.0, 'random_state': 42},0.1052631579,0.5123966942
0.6 0.4,5,{'penalty': 'l1', 'C': 1.0, 'random_state': 42},{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},0.1052631579,0.5123966942
0.6 0.4,5,{'penalty': 'l1', 'C': 1.0, 'random_state': 42},{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},0.1052631579,0.5123966942
0.6 0.4,5,{'penalty': 'l1', 'C': 1.0, 'random_state': 42},{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},0.1052631579,0.5123966942
0.6 0.4,5,{'penalty': 'l1', 'C': 1.0, 'random_state': 42},{'penalty': 'l2', 'C': 1000.0, 'random_state': 42},0.1052631579,0.5123966942
0.6 0.4,5,{'penalty': 'l2', 'C': 1.0, 'random_state': 42},{'penalty': 'l1', 'C': 0.001, 'random_state': 42},0.1052631579,0.4705882353
0.6 0.4,5,{'penalty': 'l2', 'C': 1.0, 'random_state': 42},{'penalty': 'l1', 'C': 0.031622776601683791, 'random_state': 42},0.1052631579,0.5081967213
0.6 0.4,5,{'penalty': 'l2', 'C': 1.0, 'random_state': 42},{'penalty': 'l2', 'C': 0.031622776601683791, 'random_state': 42},0.1052631579,0.5040650407
0.6 0.4,5,{'penalty': 'l2', 'C': 1.0, 'random_state': 42},{'penalty': 'l1', 'C': 1.0, 'random_state': 42},0.1052631579,0.5123966942
0.6 0.4,5,{'penalty': 'l2', 'C': 1.0, 'random_state': 42},{'penalty': 'l2', 'C': 1.0, 'random_state': 42},0.1052631579,0.5123966942
0.6 0.4,5,{'penalty': 'l2', 'C': 1.0, 'random_state': 42},{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},0.1052631579,0.5166666667
0.6 0.4,5,{'penalty': 'l2', 'C': 1.0, 'random_state': 42},{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},0.1052631579,0.5166666667
0.6 0.4,5,{'penalty': 'l2', 'C': 1.0, 'random_state': 42},{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},0.1052631579,0.5166666667
0.6 0.4,5,{'penalty': 'l2', 'C': 1.0, 'random_state': 42},{'penalty': 'l2', 'C': 1000.0, 'random_state': 42},0.1052631579,0.5166666667
0.6 0.4,5,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l1', 'C': 0.031622776601683791, 'random_state': 42},0.1052631579,0.5081967213
0.6 0.4,5,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l2', 'C': 0.031622776601683791, 'random_state': 42},0.1052631579,0.5040650407
0.6 0.4,5,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l1', 'C': 1.0, 'random_state': 42},0.1052631579,0.5123966942
0.6 0.4,5,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l2', 'C': 1.0, 'random_state': 42},0.1052631579,0.5123966942
0.6 0.4,5,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},0.1052631579,0.5123966942
0.6 0.4,5,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},0.1052631579,0.5123966942
0.6 0.4,5,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},0.1052631579,0.5123966942
0.6 0.4,5,{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l2', 'C': 1000.0, 'random_state': 42},0.1052631579,0.5123966942
0.6 0.4,5,{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l1', 'C': 0.031622776601683791, 'random_state': 42},0.1052631579,0.5
0.6 0.4,5,{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l2', 'C': 0.031622776601683791, 'random_state': 42},0.1052631579,0.5040650407
0.6 0.4,5,{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l1', 'C': 1.0, 'random_state': 42},0.1052631579,0.5166666667
0.6 0.4,5,{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l2', 'C': 1.0, 'random_state': 42},0.1052631579,0.5166666667
0.6 0.4,5,{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l1', 'C': 31.622776601683793, 'random_state': 42},0.1052631579,0.5123966942
0.6 0.4,5,{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},0.1052631579,0.5166666667
0.6 0.4,5,{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},0.1052631579,0.5123966942
0.6 0.4,5,{'penalty': 'l2', 'C': 31.622776601683793, 'random_state': 42},{'penalty': 'l2', 'C': 1000.0, 'random_state': 42},0.1052631579,0.5166666667
0.6 0.4,5,{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},{'penalty': 'l1', 'C': 0.031622776601683791, 'random_state': 42},0.1052631579,0.5081967213
0.6 0.4,5,{'penalty': 'l1', 'C': 1000.0, 'random_state': 42},{'penalty': 'l2', 'C': 0.031622776601683791, 'random_state': 42},0.1052631579,0.5040650407
