Feature,P-value,F-value
92focusfuture_(Future_Focus),0.13885682172426322,2.1934565451671837
100relativ_(Relativity),0.26612660131565413,1.2377408463301123
101motion_(Motion),0.92989892931850315,0.007742277916498742
102space_(Space),0.46407656078806481,0.53638315851648621
103time_(Time),0.2921347251753228,1.1107197913017097
persconc_(Personal_Concerns),0.045376884226824919,4.0128233229082158
110work_(Work),0.75606770565920622,0.096546095425920242
111leisure_(Leisure),0.96018368156267531,0.0024933410763279804
112home_(Home),0.41791075719509552,0.6566296371353918
113money_(Money),0.12731807539480197,2.328083155595646
114relig_(Religion),0.077418334203517056,3.1235654618120212
115death_(Death),0.16959359233023436,1.8887713349589803
120informal_(Informal_Language),0.74317625214713534,0.10740342867912994
121swear_(Swear),0.067555752387985835,3.347400885873848
122netspeak_(Netspeak),0.26649996676545573,1.2358084114269141
