Feature,P-value,F-value
X40,2.9056967386182364e-05,17.555744232759633
X41,2.8473428101385833e-05,17.594646456285474
X42,5.6444058393314229e-05,16.285114250699078
X43,5.2992318853476334e-05,16.405642168100186
X44,5.540377083346616e-05,16.320639957594846
X45,6.8762589009502972e-05,15.908381775918157
X46,4.9812536919010849e-05,16.523882352454667
X47,4.6577475791439584e-05,16.652244121742136
X48,8.1544569489970647e-05,15.583427228195395
X49,3.0050553343272267e-05,17.491279544599561
X50,1.3134759840366962e-05,19.081613975005137
X51,7.5244884702605376e-06,20.156024730420352
X52,4.6830368442519043e-06,21.072857432994532
X53,3.3068895734157202e-06,21.746800229426924
X54,3.4608902974377572e-06,21.658575870235481
X55,3.2665166287752937e-06,21.770612258754838
X56,4.7427181788084769e-06,21.048348085194089
X57,7.9760871082481349e-06,20.043479118714973
X58,1.4360964361464226e-05,18.909766591071779
X59,3.4977834807490904e-05,17.200330105000379
X60,7.4438789136506677e-05,15.757155174523417
X61,1.342806877901137e-05,19.039083370432802
X62,7.4776996428221841e-06,20.168071122355293
X63,4.615574763087177e-06,21.100942748932276
X64,3.2845758843048049e-06,21.759924552399809
X65,5.5105576924689349e-06,20.758035838851796
X66,8.8430232543894604e-06,19.844319825982179
X67,1.5801782261826377e-05,18.725767679618926
Y0,0.12560346067784042,2.3478902196368465
Y1,0.11662322625165777,2.4641265762296514
Y2,0.1162385526006075,2.4693250697432623
Y3,0.12801275768761128,2.3182712964124361
Y4,0.18640597330918382,1.7469400570267333
Y5,0.29851122020904197,1.0813694755991796
Y6,0.5133348105247435,0.4274087871166517
Y7,0.69558784973103882,0.15314469323523791
Y8,0.66599410186672336,0.18637644212009336
Y9,0.53347221545041501,0.38790150900567127
Y10,0.28401261841914166,1.1483760236386245
Y11,0.12035971685850193,2.4145971565207907
Y12,0.069914802739369911,3.2883766584376279
Y13,0.074385358616969183,3.1866737421123856
Y14,0.10438652348759546,2.639500448788858
Y15,0.14819461967629671,2.0922772976770836
Y16,0.18554930644287218,1.7537574971241541
Y17,0.62974634247043193,0.23247316429719941
Y18,0.64812519455427808,0.20833196209146831
Y19,0.62011192831879802,0.24578324376229888
Y20,0.57997793724454871,0.30636568242992612
Y21,0.55088612189398134,0.3558470689957493
Y22,0.46695166646511543,0.52937324077879899
Y23,0.39202453258048919,0.73295582621435806
Y24,0.36199953046463085,0.83130730307662171
Y25,0.3121286144294797,1.0221395802528541
Y26,0.27153192996945963,1.2096283037892157
Y27,0.35033145137754007,0.87264553779212883
Y28,0.48204960550843068,0.49439890166334166
Y29,0.64679947408672767,0.21001964044682642
Y30,0.83955816760438828,0.040999682629532054
Y31,0.67944643847955444,0.17079728765949242
Y32,0.73085481782013251,0.11835973698648877
Y33,0.7765598064379059,0.080566034814722964
Y34,0.70574958076786576,0.14259841104718263
Y35,0.60760718554005755,0.2637534872166673
Y36,0.4227694013348241,0.64285568574341145
Y37,0.38450023993532312,0.75658060218694245
Y38,0.37668738052121542,0.78181682469232694
Y39,0.38746392454696965,0.74719707617050612
Y40,0.40229703227491143,0.70173412823935988
Y41,0.42063304817568792,0.64880074933465004
Y42,0.27204627392588437,1.2070345809984
Y43,0.22840774977834011,1.4515970701588341
Y44,0.2117337382227103,1.5604838779878689
Y45,0.22378606978900592,1.4808012583592582
Y46,0.24631080579334935,1.3448592400814683
Y47,0.25184983474523914,1.3137372259047491
Y48,0.67583805490198312,0.17489769523921925
Y49,0.87210767274470502,0.025921502471461751
Y50,0.93184324580772904,0.0073164486721536415
Y51,0.93742864579328677,0.0061640603837377454
Y52,0.87982309688207272,0.022865040210268715
Y53,0.75040982466342976,0.10121354768931401
Y54,0.57030051635477008,0.32228148219140951
Y55,0.82542641965154728,0.048663762742027571
Y56,0.93997069041566872,0.0056724585141938256
Y57,0.99327690397188906,7.1018630574017417e-05
Y58,0.99601735218456466,2.4921305770394191e-05
Y59,0.92025254781378363,0.010025547025942936
Y60,0.765203431718395,0.089217858920616497
Y61,0.89359867470332044,0.017893941117267456
Y62,0.90857420911385711,0.013190753802022432
Y63,0.82786712330708356,0.047291028077210043
Y64,0.65500347921152824,0.19970712183226644
Y65,0.8629478754402522,0.029805968901447974
Y66,0.93396683361201838,0.0068665989726712957
Y67,0.92472096338638632,0.0089302602627833131
Z0,0.00075450443055795758,11.383414190304316
Z1,0.00023621791691408867,13.565430156294457
Z2,5.6158943890420719e-05,16.294784895343167
Z3,1.7223986761493158e-05,18.559994506420853
Z4,9.7172857968692234e-06,19.66243354873734
Z5,3.2462447260684828e-06,21.782680361143175
Z6,5.375837827839205e-07,25.281133698740931
Z7,1.5069291377626651e-07,27.76920463459706
Z8,9.3932436106397864e-08,28.696439443000422
Z9,6.6339571092178482e-08,29.379533824012086
Z10,8.6294609485612397e-08,28.862948170410228
Z11,1.6830856943555149e-07,27.552522429062009
Z12,9.5064145206928864e-07,24.169463179542646
Z13,4.1652891965246877e-06,21.299678297648626
Z14,1.7530943963419397e-05,18.526025094175544
Z15,4.8557046427796459e-05,16.572673466797657
Z16,8.81218624115078e-05,15.435704067228613
Z17,0.00071085270512977249,11.494759467921774
Z18,0.00069307735772990663,11.542094967348106
Z19,0.00046137708307444702,12.304495168108335
Z20,0.00024812248469342226,13.472560862806342
Z21,9.7548349974707345e-05,15.2422915370509
Z22,1.9132087294294036e-05,18.358001689214941
Z23,2.0562603161830083e-05,18.219437681994716
Z24,1.9307536712381488e-05,18.340456700927295
Z25,1.845448608141417e-05,18.427315444469837
Z26,1.2228423118286222e-05,19.219337666474779
Z27,5.6427094675919001e-05,16.285688256742926
Z28,3.6368812808290415e-05,17.125645109665523
Z29,2.2349806145230196e-05,18.059350234563556
Z30,1.2939431861158433e-05,19.110469988709827
Z31,3.9861505738583012e-06,21.384813595604104
Z32,4.8828891190564805e-06,20.99198129842566
Z33,5.1551850255878862e-06,20.886983992524605
Z34,3.3407798887742781e-06,21.7270359957765
Z35,2.1690541858511367e-06,22.564995904418776
Z36,0.00032479672225244803,12.964660444076756
Z37,0.00020999224142976698,13.787874230849294
Z38,0.00013859785521300478,14.574960690340685
Z39,9.8387887849805183e-05,15.225988832021578
Z40,0.00012078569609453033,14.836111896639999
Z41,0.0001715082758402412,14.17103294562502
Z42,2.1574909695977083e-05,18.127120095102182
Z43,1.775845168786648e-05,18.501231617535552
Z44,1.6708813826988764e-05,18.618397918990443
Z45,1.5021829450102334e-05,18.823170673855252
Z46,1.3466673341987e-05,19.03355526441937
Z47,1.383734377644219e-05,18.98127244770312
Z48,4.3246986736240119e-07,25.706017313146273
Z49,6.8017203947708196e-07,24.822069921858407
Z50,6.7605146604356226e-07,24.833922249099398
Z51,4.5798109204100324e-07,25.594058733059818
Z52,3.3198663711486474e-07,26.222809083510697
Z53,1.8648874638949664e-07,27.351553604684895
Z54,8.4137941663765874e-08,28.912647614617789
Z55,9.3257613949111825e-08,28.710593648150216
Z56,1.4643060793757968e-07,27.825452539469765
Z57,2.8040778592576018e-07,26.553056845154838
Z58,3.3626574901502696e-07,26.197767744992039
Z59,3.3198546203008079e-07,26.222816004483288
Z60,4.6701661605263597e-07,25.555900667482284
Z61,5.3550153194570778e-07,25.288709616523221
Z62,3.8378513376041827e-07,25.939379781258889
Z63,2.3857578634152445e-07,26.869213950190744
Z64,8.4830639683754404e-08,28.896546757138374
Z65,2.9962910346549195e-07,26.423359969801432
Z66,4.7984573722977944e-07,25.502975583981684
Z67,6.2466954406873289e-07,24.988125736583296
