video,question,starttime,endtime,formant1,formant2,formant3,formant4,formant5
391,what's your dream job,210.358,236.848,578.3885742,1606.247339,2513.965723,3433.462325,4291.442507
391,when was the last time you argued with someone and what was it about,279.618,306.34,532.7511838,1574.713608,2527.041508,3483.718039,4356.38619
391,tell me about something you did recently that you really enjoyed,472.256,485.47,502.608351,1508.474395,2462.870832,3444.478593,4370.217171
391,tell me about a situation that you wish you had handled differently,308.056,347.405,588.6956173,1587.85216,2523.586963,3422.808844,4331.33906
391,what are you like when you don't sleep well,394.054,403.472,562.9638217,1612.062707,2540.350372,3493.633546,4382.724841
391,who's someone that's been a positive influence in your life,584.358,605.68,587.2003447,1542.724203,2490.192087,3390.597796,4305.693762
391,how would your best friend describe you,543.181,556.36,679.8544431,1683.034143,2579.610546,3488.523596,4391.155615
391,sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax,246.107,271.52,567.1237585,1635.409626,2567.00384,3474.27262,4327.672305
391,what are some things you wish you could change about yourself,532.435,539.27,556.5009649,1553.16038,2485.538596,3396.03538,4334.715789
391,tell me about the hardest decision you've ever had to make,349.012,383.59,632.6794942,1625.856151,2532.837021,3456.106969,4368.132302
391,how easy is it for you to get a good night's sleep,384.984,392.01,495.3097724,1541.558876,2451.373954,3400.129872,4324.558748
391,have you noticed any changes in your behavior or thoughts lately,422.54,430.12,539.0333636,1572.487826,2446.398116,3395.700527,4362.601713
391,do you consider yourself more shy or outgoing,240.648,244.48,527.9121563,1618.011094,2605.126042,3472.205729,4285.900521
391,what would you say are some of your best qualities,610.236,623.02,617.9288937,1632.693393,2547.189812,3453.217357,4324.637842
391,how are you at controlling your temper,274.683,278.11,539.9556385,1579.808659,2479.388338,3436.740525,4330.222741
391,tell me about the last time you felt really happy,439.493,469.24,589.1312837,1526.336645,2491.444568,3437.964941,4389.818723
390,tell me about a situation that you wish you had handled differently,344.058,386.696,586.5905274,1514.251302,2387.321083,3409.686304,4299.237101
390,who's someone that's been a positive influence in your life,597.23,669.99,566.450285,1487.201645,2377.321616,3412.247602,4326.489913
390,how easy is it for you to get a good night's sleep,718.99,751.764,562.2134109,1503.702758,2395.127303,3388.666992,4319.005461
390,tell me about the hardest decision you've ever had to make,389.474,409.872,611.315298,1516.367926,2449.102059,3434.794265,4330.482108
390,what advice would you give to yourself ten or twenty years ago,1169.58,1239.815,620.449499,1545.819685,2448.488815,3423.728887,4355.130624
390,tell me about something you did recently that you really enjoyed,1109.652,1147.4,583.1040395,1539.228426,2434.507279,3415.25253,4367.966596
390,when was the last time you argued with someone and what was it about,287.897,341.898,589.4441146,1501.34762,2391.875387,3398.216259,4315.476019
390,do you consider yourself more shy or outgoing,195.549,204.7,583.2516921,1483.610644,2389.36333,3369.942467,4305.451638
390,what's your dream job,180.883,192.768,615.571287,1515.847079,2439.862189,3407.682492,4306.69899
390,tell me about the last time you felt really happy,1042.625,1106.71,594.0746844,1539.058352,2455.211381,3428.245249,4374.103511
390,sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax,203.106,271.741,566.0692416,1490.810408,2380.723421,3406.945848,4298.893444
390,tell me about an event or something that you wish you could erase from your memory,673.493,716.88,617.9992819,1561.379855,2458.169924,3438.195368,4360.471399
390,how are you at controlling your temper,273.129,286.18,593.4698461,1529.077534,2399.434227,3380.811485,4251.075115
390,what are you like when you don't sleep well,752.931,785.731,532.8614204,1523.789896,2457.85314,3420.014726,4354.579238
397,what's your dream job,157.41,186.07,622.929076,1540.35053,2424.162438,3354.45804,4273.340635
397,what are some things you wish you could change about yourself,733.461,763.8,573.3707096,1499.663546,2429.272492,3390.684443,4350.051945
397,how easy is it for you to get a good night's sleep,563.803,577.44,525.3869912,1493.615777,2400.686913,3351.566789,4297.118842
397,what are you like when you don't sleep well,578.983,584.35,592.4949721,1613.044693,2514.359777,3411.70987,4353.53203
397,what would you say are some of your best qualities,805.971,840.787,556.735864,1480.225915,2380.466369,3323.772048,4249.35507
397,tell me about the hardest decision you've ever had to make,497.033,529.431,578.0931219,1503.411688,2413.471256,3352.463056,4311.605463
397,sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax,196.539,221.379,547.2739783,1493.074392,2449.701997,3364.556683,4334.263929
397,tell me about something you did recently that you really enjoyed,841.878,867.05,591.9796638,1523.11087,2448.10778,3395.770572,4340.777879
397,what advice would you give to yourself ten or twenty years ago,720.449,730.31,548.4369098,1497.456353,2441.131662,3387.752989,4372.899696
397,how are you at controlling your temper,222.306,229.33,579.8586999,1454.282632,2382.561536,3387.624467,4343.187055
397,who's someone that's been a positive influence in your life,375.954,407.85,560.5596445,1505.521897,2416.420903,3332.346614,4294.259028
397,when was the last time you argued with someone and what was it about,230.568,267.344,574.4906036,1496.137765,2413.87693,3374.319168,4323.855818
397,have you noticed any changes in your behavior or thoughts lately,621.261,630.46,461.1709413,1477.7235,2417.957174,3333.953587,4328.866848
397,tell me about a situation that you wish you had handled differently,436.177,495.551,567.4802689,1514.962023,2419.907235,3348.020158,4285.628107
397,do you consider yourself more shy or outgoing,185.223,194.97,610.6975046,1560.256113,2447.201538,3334.565846,4230.281744
397,tell me about the last time you felt really happy,641.684,672.64,575.3447842,1511.825371,2378.402481,3320.295381,4246.370963
397,tell me about an event or something that you wish you could erase from your memory,531.383,561.389,559.851044,1512.566103,2441.926967,3353.4087,4328.559133
396,what are you like when you don't sleep well,479.756,494.131,607.5052121,1551.126509,2500.194444,3443.333449,4379.551113
396,tell me about a situation that you wish you had handled differently,336.337,366.634,607.8014987,1597.447188,2529.752838,3498.396898,4428.082178
396,tell me about an event or something that you wish you could erase from your memory,452.945,467.02,589.5688196,1607.217386,2537.833452,3480.788565,4405.507031
396,when was the last time you argued with someone and what was it about,322.854,332.91,601.7479821,1512.393101,2525.253579,3481.957256,4409.447614
396,what are some things you wish you could change about yourself,628.271,672.69,620.5381907,1625.982454,2559.046297,3484.228838,4398.14462
396,how easy is it for you to get a good night's sleep,469.605,478.33,617.3520504,1630.293746,2587.899049,3527.820848,4408.91764
396,what's your dream job,306.326,315.93,642.1131467,1617.460645,2565.89948,3500.728616,4479.218626
396,how would your best friend describe you,562.109,577.738,638.5621305,1669.618253,2570.908573,3490.497121,4403.921753
396,have you noticed any changes in your behavior or thoughts lately,516.495,529.07,620.9420231,1594.551677,2588.272258,3539.523609,4447.133704
396,do you consider yourself more shy or outgoing,235.896,241.15,595.1393346,1643.571236,2622.103802,3555.988783,4426.619772
396,tell me about the hardest decision you've ever had to make,368.163,393.614,638.7130778,1600.91824,2543.587426,3459.776778,4404.987544
396,tell me about the last time you felt really happy,537.778,559,614.4843853,1630.148271,2597.682624,3536.61074,4414.318653
396,how are you at controlling your temper,317.403,321.88,587.4634375,1640.92279,2595.768527,3565.885268,4425.024107
396,what advice would you give to yourself ten or twenty years ago,585.592,625.158,633.4742288,1661.93066,2592.202604,3505.322144,4415.629424
395,sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax,240.729,266.961,551.8713338,1592.158963,2546.951258,3476.726677,4388.065282
395,tell me about something you did recently that you really enjoyed,712.21,735.14,533.5514603,1592.283614,2565.036181,3505.202354,4400.807367
395,what advice would you give to yourself ten or twenty years ago,674.783,693.377,570.5667294,1577.46482,2602.041076,3537.013502,4427.202474
395,who's someone that's been a positive influence in your life,652.669,671.627,332.1427268,1004.3852,1709.435549,2320.123365,2903.499736
395,tell me about an event or something that you wish you could erase from your memory,345.597,353.9,534.3328857,1622.548833,2603.829362,3518.981348,4395.281588
395,what are you like when you don't sleep well,408.274,416.06,520.3343389,1600.487908,2603.403338,3477.764313,4439.883569
395,how easy is it for you to get a good night's sleep,398.366,407.65,523.6516362,1583.706728,2534.059203,3477.57944,4428.554252
395,what are some things you wish you could change about yourself,544.228,563.91,577.7903079,1591.445815,2522.41357,3473.93809,4404.959878
395,how are you at controlling your temper,268.598,274.991,607.4408438,1654.436234,2607.347344,3548.04,4417.693438
395,what would you say are some of your best qualities,562.989,596.12,533.6274028,1556.546116,2544.716762,3490.572058,4414.84143
395,tell me about the hardest decision you've ever had to make,441.925,488.904,558.3566645,1562.350085,2529.34421,3485.617859,4403.920839
395,when was the last time you argued with someone and what was it about,275.73,287.48,529.8308861,1504.519277,2488.249575,3480.25085,4409.869218
395,what's your dream job,137.672,160.12,576.943322,1582.774,2592.294192,3523.11559,4439.977327
395,tell me about the last time you felt really happy,491.511,540.845,575.5204018,1578.747578,2536.124093,3485.78585,4387.693858
395,do you consider yourself more shy or outgoing,222.491,233.973,560.8364138,1550.775357,2553.243815,3462.207578,4385.738502
395,tell me about a situation that you wish you had handled differently,420.923,440.799,588.229153,1561.85851,2499.146351,3448.517111,4400.588374
399,tell me about the last time you felt really happy,422.746,459.231,612.2899279,1560.209098,2481.005793,3417.247657,4326.275308
399,tell me about the hardest decision you've ever had to make,232.134,247.636,594.9056632,1554.103316,2483.501277,3443.159032,4340.536968
399,what are some things you wish you could change about yourself,532.257,543.11,597.4985175,1596.041473,2564.038306,3488.959576,4350.511694
399,how easy is it for you to get a good night's sleep,354.003,363.13,580.5741731,1631.876145,2505.989704,3415.411939,4344.700438
399,who's someone that's been a positive influence in your life,571.833,602.07,613.5841792,1613.193049,2542.083003,3460.303538,4337.555324
399,how would your best friend describe you,461.865,495.7,629.1207225,1586.458431,2518.671696,3446.351478,4356.384781
399,sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax,133.737,152.13,574.7106957,1597.439734,2513.918679,3429.545951,4298.466033
399,what are you like when you don't sleep well,365.418,386.797,590.4713798,1572.93174,2518.822778,3449.571796,4352.991581
399,when was the last time you argued with someone and what was it about,167.416,177.912,578.4402952,1499.608486,2449.149695,3435.921905,4325.745524
399,what advice would you give to yourself ten or twenty years ago,507.981,517.289,631.9444086,1629.159032,2591.292688,3485.462903,4361.840968
399,do you consider yourself more shy or outgoing,123.033,132.19,571.7351201,1498.667686,2477.374454,3422.799454,4298.154803
399,how are you at controlling your temper,154.499,166.24,564.5995915,1610.279617,2539.884,3445.077702,4347.592255
399,tell me about a situation that you wish you had handled differently,205.097,229.845,577.406899,1597.701362,2521.172768,3446.033697,4335.801939
399,tell me about an event or something that you wish you could erase from your memory,249.108,284.824,573.5297965,1595.879135,2534.839398,3465.159015,4361.31313
414,do you consider yourself more shy or outgoing,252.556,264.24,588.3417793,1566.288828,2529.852216,3459.600086,4327.255432
414,sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax,265.004,297.341,583.9082962,1577.527944,2501.268491,3436.177675,4312.032591
414,what's your dream job,222.39,250.61,599.0589231,1574.198441,2498.442331,3435.60457,4328.294439
414,tell me about the last time you felt really happy,752.021,791.73,597.9158585,1545.11866,2500.083246,3417.257391,4322.539587
414,how easy is it for you to get a good night's sleep,672.12,750.034,603.117139,1564.322515,2487.009569,3403.210536,4294.840208
414,what advice would you give to yourself ten or twenty years ago,817.296,841.743,613.4705468,1588.769499,2503.801873,3408.030757,4290.210757
414,how would your best friend describe you,793.947,807.38,567.6091815,1546.986109,2502.878348,3424.753571,4310.084598
414,tell me about a situation that you wish you had handled differently,389.334,440.32,538.9948007,1397.337976,2233.1506,3053.705962,3823.179918
414,when was the last time you argued with someone and what was it about,340.214,387.5,597.4734839,1532.321017,2494.998291,3432.547718,4328.5904
414,tell me about the hardest decision you've ever had to make,445.132,635.96,595.56353,1548.92587,2491.31588,3417.27382,4322.716549
414,how are you at controlling your temper,299.07,339.4,585.5763376,1550.688099,2500.917422,3416.999207,4316.690927
407,tell me about a situation that you wish you had handled differently,536.676,624.84,526.182629,1428.958197,2285.466125,3206.280719,4100.931848
407,tell me about the last time you felt really happy,885.922,923.683,570.010531,1535.991269,2445.423292,3428.305826,4361.52831
407,tell me about the hardest decision you've ever had to make,625.572,720.34,569.0230884,1566.207669,2467.749246,3420.583961,4376.6109
407,how are you at controlling your temper,464.632,510.37,544.7932862,1503.856084,2408.747739,3414.601465,4351.955859
407,what advice would you give to yourself ten or twenty years ago,925.316,999.67,557.4610438,1534.901222,2489.05596,3443.475108,4388.177353
407,what are some things you wish you could change about yourself,1047.717,1143.21,564.1073216,1539.711417,2482.32681,3423.465999,4360.159319
407,sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax,375.332,463.59,548.1290852,1549.673833,2445.475082,3438.275799,4359.361704
407,how easy is it for you to get a good night's sleep,774.125,804.493,584.5968645,1581.0876,2485.000389,3432.88459,4359.599704
407,do you consider yourself more shy or outgoing,355.412,377.19,540.0698742,1562.465248,2447.514096,3400.710468,4359.436731
407,tell me about an event or something that you wish you could erase from your memory,721.583,771.79,568.1139873,1536.398391,2481.837381,3422.400637,4346.279924
407,when was the last time you argued with someone and what was it about,511.13,537.61,536.0123749,1544.754081,2452.049928,3443.588109,4375.288713
407,how would your best friend describe you,998.915,1047.48,578.0699586,1553.856702,2523.345378,3416.13951,4360.337925
406,do you consider yourself more shy or outgoing,219.82,228.66,562.4161446,1540.084723,2528.082486,3436.731638,4274.998192
406,tell me about something you did recently that you really enjoyed,537.962,565.941,589.2408506,1565.303535,2515.357366,3404.5995,4267.800679
406,how are you at controlling your temper,265.857,269.49,538.695989,1583.996374,2493.509368,3410.971703,4292.725549
406,sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax,230.183,263.261,599.3266288,1557.764528,2520.375039,3420.647491,4279.844589
406,tell me about an event or something that you wish you could erase from your memory,450.372,472.861,586.2478039,1547.407434,2479.645687,3390.338684,4281.460516
406,tell me about the last time you felt really happy,507.787,535.948,600.2839212,1544.927351,2467.797656,3363.343679,4261.941406
406,what advice would you give to yourself ten or twenty years ago,578.559,603.646,584.7092459,1568.054488,2509.996317,3406.650737,4253.424711
406,what's your dream job,204.372,217.651,587.356808,1567.106581,2523.610377,3412.087801,4277.141867
406,tell me about a situation that you wish you had handled differently,301.189,316.67,648.3700968,1614.718748,2539.62989,3444.807489,4328.662815
406,who's someone that's been a positive influence in your life,422.189,448.598,583.9571814,1566.152393,2517.370053,3425.543128,4270.224195
406,when was the last time you argued with someone and what was it about,270.686,302.62,638.2545266,1572.029991,2547.806121,3424.791171,4281.162304
406,tell me about the hardest decision you've ever had to make,320.179,372.062,622.664074,1566.991983,2510.999913,3415.272288,4267.848314
406,what would you say are some of your best qualities,605.721,620.8,595.3581539,1539.503198,2470.891055,3370.728865,4240.946384
406,what are some things you wish you could change about yourself,623.664,642.48,619.2016166,1567.633135,2527.780584,3411.399309,4272.665834
406,how easy is it for you to get a good night's sleep,474.212,491.363,609.5955394,1569.668268,2522.998222,3415.517493,4248.234985
405,tell me about something you did recently that you really enjoyed,1225.794,1276.662,575.2071785,1516.907633,2456.703635,3355.08791,4254.062217
405,do you consider yourself more shy or outgoing,277.134,305.098,481.3465265,1334.498326,2306.860926,3214.752074,4107.909013
405,tell me about the last time you felt really happy,1168.692,1224.252,560.3681204,1447.424246,2405.37363,3331.991379,4245.323866
405,how easy is it for you to get a good night's sleep,822.645,894.539,527.9745767,1500.562196,2399.306261,3302.922017,4183.07154
405,what advice would you give to yourself ten or twenty years ago,1276.231,1390.81,520.760512,1439.665831,2385.742276,3298.053744,4182.337598
405,how are you at controlling your temper,336.513,345.6,518.3957481,1401.73516,2345.371936,3279.071397,4173.514851
405,sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax,306.137,334.54,503.6370591,1454.226712,2363.522154,3277.018233,4195.786589
405,tell me about the hardest decision you've ever had to make,487.288,599.742,471.8331314,1363.554795,2326.511523,3266.26981,4174.766557
405,what are you like when you don't sleep well,896.609,931.951,504.1198376,1475.83525,2416.227918,3333.609033,4214.011146
405,tell me about an event or something that you wish you could erase from your memory,601.319,821.441,486.257989,1399.912986,2342.711706,3274.83989,4181.334946
405,tell me about a situation that you wish you had handled differently,460.076,482.97,522.9591629,1399.112773,2323.903568,3271.299694,4197.835328
405,when was the last time you argued with someone and what was it about,346.66,366.967,548.262196,1418.401694,2385.051423,3325.394929,4223.54707
404,when was the last time you argued with someone and what was it about,225.744,263.159,603.5866226,1538.964165,2513.375621,3487.524619,4391.031435
404,tell me about something you did recently that you really enjoyed,1045.289,1072.631,607.1214691,1587.72558,2506.989305,3455.041828,4378.47042
404,how would your best friend describe you,1009.122,1026.65,619.7083657,1553.545898,2512.022424,3458.185111,4386.086594
404,what are you like when you don't sleep well,638.76,669.936,599.3852774,1530.66442,2493.589496,3436.037492,4366.298557
404,tell me about the hardest decision you've ever had to make,384.774,487.799,651.6217429,1588.883225,2502.806077,3432.739235,4367.157105
404,tell me about an event or something that you wish you could erase from your memory,578.368,618.503,566.8068169,1543.539031,2465.843348,3443.805007,4366.200922
404,what advice would you give to yourself ten or twenty years ago,1028.476,1044.182,644.7384252,1631.545703,2584.25564,3506.788861,4410.137938
404,sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax,173.027,212.941,545.6314334,1569.91483,2488.735466,3439.5126,4390.597645
404,how are you at controlling your temper,213.806,224.95,599.4592798,1531.813874,2507.612601,3468.529238,4386.304753
404,tell me about a situation that you wish you had handled differently,321.67,382.987,606.658524,1554.317167,2489.092467,3434.648386,4356.223027
404,do you consider yourself more shy or outgoing,158.495,170.58,628.7541266,1581.764144,2533.93172,3486.174276,4375.855666
404,what are some things you wish you could change about yourself,968.149,1005.82,600.9560169,1570.632083,2506.4844,3463.706821,4396.967489
404,how easy is it for you to get a good night's sleep,620.243,637.99,612.461631,1585.863566,2509.287115,3449.809183,4377.390704
404,tell me about the last time you felt really happy,853.715,898.041,623.7974527,1597.592019,2518.400923,3449.526686,4383.376427
403,do you consider yourself more shy or outgoing,197.979,203.66,529.0383462,1545.669385,2431.816696,3291.907909,4217.170475
403,tell me about the last time you felt really happy,531.493,557.055,518.6519327,1489.157969,2376.534617,3331.054773,4322.848083
403,who's someone that's been a positive influence in your life,759.61,793.524,457.6460663,1448.739195,2357.857338,3325.159169,4296.720342
403,how are you at controlling your temper,234.255,264.75,487.0462452,1460.463711,2360.962059,3296.034197,4265.442393
403,tell me about something you did recently that you really enjoyed,643.522,673.67,433.4860262,1422.218066,2332.024385,3281.909187,4300.654262
403,sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax,205.114,233.372,508.7731069,1515.501423,2408.31362,3305.434501,4249.117905
403,when was the last time you argued with someone and what was it about,265.659,299.8,483.8314056,1437.412521,2340.803792,3282.875256,4294.893704
403,tell me about a situation that you wish you had handled differently,328.284,349.433,486.9491494,1439.992837,2348.18243,3288.415887,4271.529078
403,what would you say are some of your best qualities,559.137,583.598,476.8856153,1499.066558,2402.853749,3380.718847,4396.698814
403,tell me about an event or something that you wish you could erase from your memory,702.798,722.874,540.6560294,1505.58373,2409.136967,3326.071663,4322.987301
403,tell me about the hardest decision you've ever had to make,351.14,392.503,497.8058547,1471.46364,2341.47738,3276.532294,4278.585376
403,what advice would you give to yourself ten or twenty years ago,743.474,757.787,548.6591558,1506.462432,2440.481957,3395.694479,4332.986303
403,how would your best friend describe you,628.446,642.303,527.5135065,1447.36088,2355.276804,3341.288745,4298.008009
403,how easy is it for you to get a good night's sleep,482.575,490.51,517.1458564,1638.666826,2499.388287,3406.585894,4308.313728
403,what are some things you wish you could change about yourself,586.361,597.23,489.9265253,1443.686734,2355.618445,3298.679393,4272.090064
402,tell me about the hardest decision you've ever had to make,372.998,384.76,634.6646474,1542.080654,2486.785132,3390.015973,4286.188445
402,what advice would you give to yourself ten or twenty years ago,844.627,868.55,619.5564584,1546.807706,2498.819043,3427.616799,4292.706477
402,sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax,293.414,316.94,579.917439,1508.226647,2472.600323,3390.39473,4275.332129
402,how easy is it for you to get a good night's sleep,394.434,402.42,558.9739174,1554.933517,2518.145294,3454.73204,4346.031665
402,what's your dream job,240.889,276.741,564.1987964,1423.254133,2436.848109,3392.707808,4289.977691
402,what are some things you wish you could change about yourself,783.406,830.52,633.5722084,1532.468143,2489.799376,3409.064537,4293.90191
402,who's someone that's been a positive influence in your life,872.22,929.52,549.7168845,1500.35536,2485.24431,3425.388117,4321.297348
402,how are you at controlling your temper,315.966,324.4,583.6689454,1508.794365,2472.450178,3432.350178,4286.645789
402,tell me about something you did recently that you really enjoyed,708.098,767.81,587.1538377,1531.388553,2527.666527,3460.726386,4338.352328
402,do you consider yourself more shy or outgoing,280.641,291.8,553.6827222,1545.677572,2580.750018,3500.243611,4337.495932
402,what are you like when you don't sleep well,403.268,420.68,549.2465901,1449.023921,2525.919432,3505.846154,4382.283065
402,tell me about a situation that you wish you had handled differently,345.561,371.296,670.9539483,1544.810618,2517.181726,3444.140808,4330.823125
402,when was the last time you argued with someone and what was it about,325.689,343.05,655.2396315,1495.273356,2468.353909,3414.507887,4282.516465
401,do you consider yourself more shy or outgoing,324.902,337.952,592.6037333,1550.11482,2503.78941,3404.222069,4258.477471
401,how are you at controlling your temper,362.358,373.312,594.0173814,1541.424982,2479.337746,3403.741515,4325.34115
401,what advice would you give to yourself ten or twenty years ago,849.004,880.639,582.8269485,1554.516873,2525.051397,3409.188618,4324.471736
401,what are some things you wish you could change about yourself,742.033,752.71,546.5796526,1538.878109,2462.969007,3453.544663,4361.058146
401,when was the last time you argued with someone and what was it about,374.143,440.43,586.5595539,1538.577713,2484.942338,3395.905805,4298.837261
401,how would your best friend describe you,781.125,799.357,611.5226308,1540.76294,2457.987224,3392.470872,4259.030444
401,tell me about an event or something that you wish you could erase from your memory,520.348,551.787,571.4768244,1504.028626,2457.360289,3374.732443,4259.1632
401,sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax,339.406,361.214,561.1413332,1563.227396,2474.029945,3402.640394,4299.92022
401,tell me about a situation that you wish you had handled differently,442.146,473.019,564.5543084,1517.661001,2465.708928,3351.653353,4223.855491
401,how easy is it for you to get a good night's sleep,554.723,586.56,583.3996277,1540.086107,2460.911254,3360.242978,4263.650895
401,what are you like when you don't sleep well,587.75,594.869,631.572466,1607.639284,2557.937935,3433.48118,4299.868399
401,have you noticed any changes in your behavior or thoughts lately,656.38,694.82,567.355225,1504.803594,2475.955048,3378.557217,4263.159584
401,tell me about the last time you felt really happy,705.132,719.86,637.8664426,1530.753632,2537.290428,3437.861982,4316.770604
401,tell me about the hardest decision you've ever had to make,475.01,519.45,582.554049,1550.811044,2476.319573,3367.551001,4258.025219
400,tell me about a situation that you wish you had handled differently,326.033,351.016,524.8855985,1533.161125,2460.921153,3445.0745,4322.076461
400,what are some things you wish you could change about yourself,661.292,693.57,598.4122831,1598.831196,2506.187082,3446.16109,4358.34746
400,when was the last time you argued with someone and what was it about,295.336,323.832,538.2223211,1508.628926,2462.851575,3446.164351,4371.474912
400,who's someone that's been a positive influence in your life,394.829,442.165,499.0816965,1518.599136,2436.423143,3463.706274,4360.752514
400,tell me about the hardest decision you've ever had to make,352.491,363.05,562.851179,1539.389233,2465.583201,3407.819886,4337.895928
400,how easy is it for you to get a good night's sleep,445.834,455.044,527.1578719,1552.843279,2492.39633,3451.37861,4368.086862
400,tell me about the last time you felt really happy,638.275,659.09,537.7535845,1548.072061,2491.734678,3460.432085,4386.154371
400,what advice would you give to yourself ten or twenty years ago,746.297,764.837,581.5276834,1592.098145,2527.896278,3488.231769,4350.817098
