video,question,starttime,endtime,formant1,formant2,formant3,formant4,formant5
395,is there anything you regret,695.92,709.44,546.2530451,1644.370717,2613.472432,3553.758093,4436.983592
395,have you been diagnosed with depression,362.898,365.14,470.3348444,1539.206222,2527.773333,3517.020889,4479.592
395,tell me about your relationship with your family,597.853,650.05,458.4921834,1340.860517,2179.927229,2975.875838,3743.441196
395,have you ever been diagnosed with p_t_s_d,358.283,360.87,464.2452896,1592.71583,2514.562934,3495.242857,4415.44749
395,what's one of your most memorable experiences,197.022,222.21,550.479468,1570.315669,2574.182056,3519.241088,4428.17237
399,have you been diagnosed with depression,419.658,422.36,522.2653506,1593.747343,2472.523247,3440.889668,4378.421033
399,how have you been feeling lately,388.035,414.05,612.5355019,1568.281118,2528.054873,3450.568255,4346.447963
399,have you ever been diagnosed with p_t_s_d,416.045,419.27,524.9460991,1537.127214,2435.118885,3398.033746,4302.934985
399,is there anything you regret,498.147,506.93,624.0807372,1580.562787,2506.930944,3448.4562,4327.272582
399,what's something you feel guilty about,180.419,204.064,614.5645581,1583.463332,2499.260047,3428.548795,4314.869725
399,tell me about your relationship with your family,288.443,322.73,553.3519265,1566.63051,2503.761709,3448.123914,4335.042053
414,is there anything you regret,809.183,816.05,596.582821,1593.474498,2487.208952,3393.308006,4280.001019
407,have you been diagnosed with depression,810.419,813.22,503.974911,1575.261174,2512.178648,3441.333096,4316.830961
407,how have you been feeling lately,814.009,884.35,564.7603957,1529.903895,2466.853612,3452.687676,4386.084279
407,have you ever been diagnosed with p_t_s_d,805.982,809.78,572.5468158,1560.233816,2469.417895,3394.370526,4401.853947
406,how have you been feeling lately,492.68,499.55,579.0782703,1591.276904,2521.150727,3405.882413,4300.272529
406,is there anything you regret,569.187,577.28,551.6365679,1501.924901,2442.144444,3357.280617,4214.206173
406,tell me about your relationship with your family,385.861,417.65,577.0983344,1540.878327,2508.64022,3397.469928,4214.249198
406,have you been diagnosed with depression,504.735,507.18,502.7467224,1606.42049,2563.542449,3524.240408,4375.552653
406,what's something you feel guilty about,375.531,384.196,588.7177252,1580.382575,2508.819169,3412.202887,4297.866282
406,have you ever been diagnosed with p_t_s_d,501.591,504.36,509.743935,1597.881949,2565.783502,3474.570036,4286.618773
405,how have you been feeling lately,933.769,1039.984,523.5523219,1414.31533,2355.938825,3284.853379,4177.086283
405,what are you most proud of in your life,1393.13,1441.517,525.9691422,1409.066698,2353.121781,3268.300872,4167.715644
405,tell me about your relationship with your family,368.828,458.178,470.1507988,1364.760998,2316.045746,3265.172807,4160.695501
405,have you ever been diagnosed with p_t_s_d,1041.078,1044.082,511.1751329,1588.88309,2455.469767,3374.261462,4267.650166
405,what's one of your most memorable experiences,255.673,274.841,519.5141288,1440.623704,2409.055159,3348.181273,4254.057173
405,have you been diagnosed with depression,1044.594,1164.872,502.5780271,1395.116958,2332.110921,3267.118565,4176.135434
404,what's something you feel guilty about,265.68,319.604,616.1365223,1579.625581,2509.404997,3452.40827,4371.267161
404,have you been diagnosed with depression,847.578,850.82,522.3532615,1625.968062,2524.710154,3447.164308,4365.827692
404,what's one of your most memorable experiences,738.049,781.49,632.7641151,1535.597602,2493.253432,3435.307273,4373.270357
404,have you ever been diagnosed with p_t_s_d,842.863,847.14,550.439229,1625.17222,2549.986215,3419.473131,4341.505841
404,tell me about your relationship with your family,489.249,575.461,594.3096553,1561.928544,2492.314302,3435.465576,4377.171016
403,have you ever been diagnosed with p_t_s_d,524.937,527.65,466.9645809,1578.392831,2475.040625,3381.171324,4334.987132
403,what's one of your most memorable experiences,175.342,195.81,530.4813913,1499.284817,2384.895657,3317.669956,4309.32169
403,is there anything you regret,724.079,742.853,483.3690511,1451.409824,2356.994137,3297.136326,4291.181576
403,what's something you feel guilty about,302.78,700.552,502.7314168,1478.674802,2382.859529,3327.14868,4309.942023
403,have you been diagnosed with depression,528.109,530.75,478.2088302,1541.899509,2439.638491,3403.859623,4329.571321
403,tell me about your relationship with your family,452.444,478.726,482.3127355,1459.841362,2361.070141,3331.945053,4302.343417
403,how have you been feeling lately,494.032,522.07,496.9499629,1499.621583,2407.036441,3351.405563,4333.92796
402,have you been diagnosed with depression,500.137,705.292,602.783143,1507.949974,2516.403267,3444.649615,4326.119546
402,how have you been feeling lately,422.243,499.54,577.3338247,1485.067092,2516.102461,3439.027684,4327.177865
402,is there anything you regret,834.41,843.2,525.5236557,1528.783318,2494.530795,3442.195227,4318.001364
402,tell me about your relationship with your family,386.966,392.52,605.8035612,1518.898777,2500.964137,3442.571403,4339.169245
401,tell me about your relationship with your family,215.099,239.835,575.3493403,1500.42093,2469.373969,3373.064066,4256.622231
401,is there anything you regret,800.647,847.311,573.0368053,1512.52742,2422.728104,3333.542147,4244.16351
401,have you been diagnosed with depression,701.019,703.98,501.4356566,1490.596801,2419.245118,3375.580808,4301.436364
401,have you ever been diagnosed with p_t_s_d,697.066,700.33,555.5192049,1663.98422,2612.384709,3489.557187,4350.09419
401,how have you been feeling lately,595.901,654.69,597.6233744,1549.420325,2486.944076,3389.621279,4296.132948
400,is there anything you regret,737.025,743.94,620.3873497,1628.126344,2522.892052,3466.59104,4355.466908
400,have you been diagnosed with depression,523.235,598.33,567.8999487,1543.529591,2473.168525,3463.431904,4356.020786
400,what's one of your most memorable experiences,178.502,197.54,546.448864,1533.887426,2458.519764,3429.874895,4386.737815
400,what's something you feel guilty about,365.828,392.887,549.1553333,1553.224479,2482.361826,3452.677421,4350.903954
400,tell me about your relationship with your family,198.782,219.85,578.9277029,1519.206592,2438.781481,3406.135026,4327.18543
400,have you ever been diagnosed with p_t_s_d,519.901,522.68,471.0046931,1692.749206,2573.712274,3533.346209,4419.587004
400,how have you been feeling lately,463.957,495.64,547.9424768,1531.467876,2437.213411,3429.129252,4329.558599
409,how have you been feeling lately,546.089,568.994,621.7571955,1585.892693,2590.924487,3500.465779,4316.603274
409,have you been diagnosed with depression,573.567,649.049,587.4402719,1536.192847,2562.476754,3523.831505,4316.69225
409,is there anything you regret,767.038,813.475,588.7991339,1520.404531,2550.364653,3511.256977,4333.421016
409,have you ever been diagnosed with p_t_s_d,570.306,573.25,557.6933559,1656.010136,2610.688136,3475.902034,4386.933898
409,tell me about your relationship with your family,463.153,513.516,566.2241164,1556.206384,2559.058886,3525.13747,4322.338602
408,what's one of your most memorable experiences,194.177,207.253,615.4121407,1645.484771,2589.995833,3526.269343,4372.883563
408,how have you been feeling lately,421.81,426.11,624.6433875,1730.893434,2617.036682,3512.171926,4368.888631
408,tell me about your relationship with your family,341.302,354.802,569.4185037,1602.046185,2581.993333,3460.453259,4324.837481
408,is there anything you regret,477.371,481.99,606.1266753,1707.05974,2588.232078,3466.841558,4327.042424
408,what's something you feel guilty about,389.808,409.747,657.3154865,1655.438977,2594.657061,3471.687011,4363.811685
380,tell me about your relationship with your family,562.359,619.913,592.6818191,1519.570155,2515.682015,3415.641921,4309.02672
380,what's one of your most memorable experiences,325.016,382.47,715.3437894,1575.339078,2535.34169,3459.315611,4354.354595
380,have you ever been diagnosed with p_t_s_d,1511.041,1515.13,501.3645232,1551.965306,2523.903178,3443.597066,4323.757213
380,have you been diagnosed with depression,1514.711,1518.88,679.3333333,1715.908106,2605.639329,3495.477698,4370.5494
381,what's something you feel guilty about,436.05,501.35,571.3832031,1559.675501,2460.071822,3454.927576,4399.029123
381,is there anything you regret,971.632,977.912,589.863008,1569.391306,2462.153535,3408.733599,4353.15414
381,what's one of your most memorable experiences,809.449,871.514,579.156634,1566.927229,2456.888803,3416.485355,4361.474464
381,how have you been feeling lately,589.968,608.384,564.2863056,1567.661694,2449.32101,3431.60266,4395.428393
381,tell me about your relationship with your family,505.377,549.599,565.6177897,1560.279412,2453.898451,3428.621348,4394.087404
381,have you been diagnosed with depression,609.979,675.22,586.1284451,1550.81059,2443.764992,3405.434345,4366.923801
381,what are you most proud of in your life,979.775,1012.094,601.9545863,1576.811071,2456.139319,3413.765347,4395.880507
382,have you been diagnosed with depression,463.857,466.94,573.6301942,1622.801068,2575.5,3531.79288,4465.43301
382,what's something you feel guilty about,341.594,361.68,591.533885,1514.62677,2488.565107,3416.636635,4369.674515
382,how have you been feeling lately,452.499,457.689,571.3480925,1616.703025,2585.624277,3486.843545,4406.777071
382,tell me about your relationship with your family,253.552,270.809,540.468211,1519.453177,2470.238435,3397.742087,4360.974493
382,what are you most proud of in your life,700.71,728.331,603.3175807,1505.353265,2463.410402,3430.39924,4376.578864
382,have you ever been diagnosed with p_t_s_d,459.361,463.02,537.786612,1541.961038,2469.114208,3391.181148,4363.691803
383,have you ever been diagnosed with p_t_s_d,987.811,993.696,502.8688946,1610.540663,2496.642857,3351.242177,4226.242007
383,have you been diagnosed with depression,994.125,1053.376,545.4972383,1618.163122,2512.031558,3413.62881,4344.316861
383,what's something you feel guilty about,607.968,634.212,639.3494884,1590.47763,2497.834263,3417.425219,4342.791505
383,what are you most proud of in your life,1192.353,1233.602,583.2012335,1595.317549,2506.633025,3419.268727,4340.059103
383,how have you been feeling lately,957.389,986.772,561.9803865,1607.801313,2489.388268,3436.743824,4354.692072
384,have you ever been diagnosed with p_t_s_d,680.123,743.28,588.0555263,1626.011772,2520.448659,3449.407774,4364.048274
384,what's one of your most memorable experiences,179.944,199.625,599.7689964,1605.793836,2519.554827,3442.669766,4354.505996
384,how have you been feeling lately,612.459,643.256,593.3608695,1610.257929,2490.684724,3442.835714,4360.979156
384,is there anything you regret,887.431,905.43,626.4275222,1582.892339,2490.3445,3420.499167,4352.111611
384,have you been diagnosed with depression,747.045,763.37,592.8906509,1604.843944,2475.569688,3434.983405,4346.609553
384,what's something you feel guilty about,367.74,388.27,625.3071013,1637.276982,2528.618218,3448.971616,4369.270983
384,tell me about your relationship with your family,493.782,529.71,583.9734219,1557.744743,2459.37843,3406.40668,4340.960952
384,what are you most proud of in your life,948.012,954.98,629.8576901,1570.522539,2539.994835,3469.240459,4353.464993
385,what are you most proud of in your life,419.568,433.89,646.462575,1575.443287,2472.648918,3408.6806,4329.341661
385,how have you been feeling lately,311.52,316.63,601.6700586,1515.219043,2471.595508,3422.062695,4342.85
385,tell me about your relationship with your family,137.594,146.391,572.8574205,1527.931068,2437.294545,3404.618864,4337.842841
385,have you ever been diagnosed with p_t_s_d,276.183,280.12,533.8943909,1586.052437,2506.483249,3434.547716,4323.333756
385,is there anything you regret,435.383,438.18,621.8320357,1593.110179,2479.805357,3459.513214,4333.951429
385,what's something you feel guilty about,201.806,206.95,571.3156505,1621.531476,2579.72835,3519.416893,4376.81165
385,what's one of your most memorable experiences,448.825,458.631,621.2355403,1554.678644,2476.286412,3404.537411,4322.467176
385,how close are you to your family,147.411,153.236,621.787646,1614.07146,2561.540378,3486.887113,4356.552406
385,have you been diagnosed with depression,280.728,283.49,522.0440036,1663.040325,2539.21083,3494.14657,4352.284477
386,how have you been feeling lately,610.529,652.06,591.9801681,1611.421623,2540.058871,3420.171924,4270.045293
386,what's something you feel guilty about,323.662,330.99,524.7767817,1563.803493,2511.778063,3408.774079,4293.359891
386,have you been diagnosed with depression,657.175,659.51,458.9803291,1524.593761,2499.000641,3470.71453,4352.919231
386,is there anything you regret,697.478,701.41,533.557665,1639.181929,2602.631142,3529.332995,4333.396447
386,tell me about your relationship with your family,429.516,456.9,569.5860026,1569.322705,2527.768116,3414.14257,4248.183571
386,have you ever been diagnosed with p_t_s_d,653.42,656.8,521.5410472,1659.957876,2589.785044,3458.319469,4325.20236
386,what are you most proud of in your life,847.803,861.95,617.3697576,1586.535767,2495.020438,3416.684806,4364.952721
387,what's something you feel guilty about,204.79,216.636,593.5809612,1587.241409,2492.700059,3361.665063,4260.261435
387,have you been diagnosed with depression,348.459,350.68,481.4827937,1654.002422,2612.352466,3560.317937,4380.368161
387,how have you been feeling lately,327.501,332.28,508.0641004,1622.243096,2583.739331,3422.255649,4331.030335
387,have you ever been diagnosed with p_t_s_d,345.032,347.73,465.1669333,1651.70863,2542.423333,3446.145556,4370.008148
387,tell me about your relationship with your family,195.121,202.51,557.0072666,1600.187077,2495.956928,3371.669553,4274.563058
387,is there anything you regret,421.636,423.75,554.043066,1711.082406,2673.862736,3606.329245,4442.275472
388,how have you been feeling lately,480.571,507.562,725.3436877,1622.42611,2531.690482,3439.479956,4336.565876
388,what's something you feel guilty about,316.797,362.53,701.8116244,1611.782084,2523.797685,3434.235374,4342.399016
388,have you ever been diagnosed with p_t_s_d,534.832,538.5,586.2268501,1517.350109,2423.415913,3360.77248,4305.998638
388,have you been diagnosed with depression,539.055,542,541.9499254,1523.721424,2413.884068,3374.921356,4299.981356
389,how have you been feeling lately,728.232,733.72,531.4804827,1628.55714,2583.36357,3532.240437,4449.704189
389,what's something you feel guilty about,279.589,291.344,633.9370111,1641.083172,2547.514456,3509.170408,4466.164711
389,what's one of your most memorable experiences,522.413,584.383,660.5867228,1617.339655,2528.387579,3475.977279,4414.188833
389,is there anything you regret,807.021,819.42,635.5565081,1640.622919,2545.407177,3452.261048,4378.867903
389,tell me about your relationship with your family,469.628,474.76,595.8306031,1668.911265,2583.121595,3501.629572,4400.615175
389,have you ever been diagnosed with p_t_s_d,644.348,648.39,544.7701704,1596.196296,2518.957235,3436.654815,4388.145432
389,have you been diagnosed with depression,649.394,708.88,599.4926902,1614.553915,2537.464708,3464.962094,4402.892469
389,how close are you to your family,476.013,485.499,601.2191245,1604.892869,2540.190506,3501.597152,4424.677215
379,tell me about your relationship with your family,277.322,303.445,522.1683652,1553.335218,2510.718614,3489.871516,4377.399158
379,have you been diagnosed with depression,621.254,623.73,548.5660081,1634.359435,2585.729435,3543.774194,4403.9
379,how have you been feeling lately,582.072,616.81,539.0159928,1561.588624,2509.497351,3490.691535,4365.873366
379,have you ever been diagnosed with p_t_s_d,617.518,621.05,567.6005694,1641.028017,2557.086516,3492.288952,4388.33881
379,what's one of your most memorable experiences,184.14,201.47,520.7699948,1589.516482,2524.251961,3523.00496,4397.696424
379,is there anything you regret,682.926,718.64,539.7005496,1583.458925,2514.938522,3525.561478,4372.298908
379,what's something you feel guilty about,431.467,454.14,523.8850212,1524.930613,2467.360075,3449.026279,4334.503748
415,tell me about your relationship with your family,308.219,336.825,538.2996795,1613.07208,2537.426449,3512.579448,4369.76309
415,have you ever been diagnosed with p_t_s_d,583.118,585.55,476.9649794,1689.105514,2536.874897,3355.047325,4264.678189
415,is there anything you regret,635.34,643.855,572.9571127,1646.344214,2594.463826,3503.287676,4379.230282
415,how have you been feeling lately,529.331,542.607,555.2775885,1672.423037,2575.057536,3508.303542,4375.34529
415,have you been diagnosed with depression,586.528,588.735,473.5665158,1633.263937,2546.101357,3476.651131,4389.768778
415,what's one of your most memorable experiences,215.496,230.015,528.1245778,1548.522603,2509.515393,3453.966391,4323.454959
415,what's something you feel guilty about,339.726,359.34,548.7622686,1645.194776,2534.384353,3458.953772,4326.780887
416,tell me about your relationship with your family,473.799,490.518,533.3441884,1528.933242,2477.532117,3457.205562,4389.783911
416,have you been diagnosed with depression,526.872,529.37,498.748548,1572.98952,2521.95184,3494.794,4345.998
416,have you ever been diagnosed with p_t_s_d,522.866,526.12,557.7161043,1645.461442,2573.836196,3511.010123,4362.989264
416,what's one of your most memorable experiences,156.27,172.91,589.8737368,1506.054249,2427.241094,3412.243149,4298.998558
416,what's something you feel guilty about,438.055,472.53,608.1701601,1598.564237,2523.714316,3487.55087,4409.670998
416,is there anything you regret,725.205,731.26,558.1103119,1597.582178,2524.907327,3453.626073,4387.019472
416,what are you most proud of in your life,786.702,799.88,563.9544848,1481.804719,2465.143475,3437.564795,4373.362671
416,how have you been feeling lately,512.33,521.937,595.8207885,1594.048083,2570.913854,3471.091667,4342.759479
417,what's something you feel guilty about,229.146,263.978,556.2483055,1638.224864,2612.159776,3533.280362,4389.682831
417,is there anything you regret,265.047,326.474,580.0015623,1601.184299,2560.156738,3510.883054,4378.959694
417,how have you been feeling lately,489.808,510.71,556.2038604,1598.687867,2549.67615,3483.076327,4330.547011
417,tell me about your relationship with your family,391.233,410.356,526.1803766,1570.646695,2529.772558,3479.098117,4369.669299
417,have you ever been diagnosed with p_t_s_d,536.657,643.502,569.2735482,1573.78843,2527.161253,3459.339467,4344.448264
410,what's something you feel guilty about,638.458,686.887,608.6294448,1629.611377,2545.063483,3401.395354,4319.589015
410,have you ever been diagnosed with p_t_s_d,906.773,910.45,564.160788,1654.216576,2602.292962,3458.056522,4335.510054
410,is there anything you regret,948.826,956.78,653.8007412,1721.623794,2601.53304,3476.513442,4385.714447
410,have you been diagnosed with depression,910.759,914.1,606.2754478,1629.139821,2523.050328,3439.278507,4393.566269
410,how have you been feeling lately,866.912,887.47,571.4445793,1616.675832,2620.22124,3443.137792,4373.610068
411,how have you been feeling lately,1025.953,1037.66,547.0261913,1531.972647,2474.77088,3356.88497,4242.038941
411,have you ever been diagnosed with p_t_s_d,1060.312,1063.66,550.4236119,1644.448776,2529.519104,3452.403582,4339.762687
411,is there anything you regret,1087.747,1282.588,553.0517527,1590.648916,2652.372016,3576.226586,4443.61978
411,have you been diagnosed with depression,1064.255,1067.14,521.1013391,1613.567889,2499.213495,3468.066782,4346.819377
411,what's one of your most memorable experiences,143.979,234.759,585.5390364,1588.775368,2625.909067,3537.401586,4429.9423
412,is there anything you regret,642.224,645.88,603.745,1636.011694,2537.066393,3434.28306,4325.551366
412,have you been diagnosed with depression,591.549,594.47,487.8317235,1526.895358,2470.754608,3418.377474,4300.056997
412,how have you been feeling lately,574.503,577.62,543.5627244,1608.347564,2531.434038,3493.85,4406.744872
412,tell me about your relationship with your family,428.294,459.462,615.2305419,1551.345826,2496.45675,3413.856817,4365.456176
412,have you ever been diagnosed with p_t_s_d,588.028,591.23,520.3113396,1612.080717,2513.452555,3418.603738,4352.316511
412,what's one of your most memorable experiences,177.5,197.599,569.9030861,1468.401005,2432.864532,3438.662438,4390.504826
413,have you ever been diagnosed with p_t_s_d,676.127,679.2,535.6770455,1657.96711,2567.937987,3504.921104,4384.621753
413,how have you been feeling lately,629.216,647.96,589.6412843,1627.709355,2532.767253,3472.776373,4358.42192
413,is there anything you regret,788.222,841.25,576.9749168,1643.333526,2540.615729,3503.686027,4376.814275
413,what's one of your most memorable experiences,209.318,266.205,568.3308437,1595.995859,2509.669648,3490.940376,4354.321621
413,have you been diagnosed with depression,679.933,701.93,566.9539318,1630.686868,2551.569991,3508.497591,4380.595182
339,have you ever been diagnosed with p_t_s_d,356.06,448.17,684.5774322,1578.97082,2524.426149,3471.803799,4416.756622
339,how have you been feeling lately,584.67,592.1,654.6627567,1531.490067,2506.884274,3415.671102,4326.592339
339,is there anything you regret,292.372,294.86,704.9371084,1577.764096,2529.57751,3473.233333,4419.595582
339,what are you most proud of in your life,659.59,690.08,668.2624705,1546.719259,2501.455049,3430.11718,4404.947869
344,is there anything you regret,859.81,893.2,613.6472395,1608.51847,2525.563437,3452.473144,4350.265808
344,how have you been feeling lately,544.19,595.91,587.9641187,1517.957813,2479.359068,3425.724207,4327.280278
344,how close are you to your family,501.99,513.18,684.5199446,1550.698079,2509.382842,3471.221716,4371.621269
344,what are you most proud of in your life,964.97,994.77,589.9254398,1591.208531,2519.055975,3451.576082,4305.379772
345,is there anything you regret,670.23,690.13,586.3238754,1594.155083,2613.326057,3544.383124,4405.888749
345,how have you been feeling lately,532.53,550.98,591.124221,1630.08494,2625.592627,3514.763597,4385.517551
345,what are you most proud of in your life,619.36,669.06,591.2375864,1564.51903,2552.854935,3462.601489,4334.434661
345,have you been diagnosed with depression,551.7,575,582.2002876,1571.545979,2558.492369,3442.241202,4347.934635
345,have you ever been diagnosed with p_t_s_d,464.02,531.6,597.9407208,1601.13061,2595.433282,3504.69717,4381.769507
345,what's one of your most memorable experiences,293.44,319.08,574.9435423,1580.688058,2617.942499,3526.060624,4377.148499
345,how close are you to your family,172.3,188.44,604.3638793,1573.828217,2537.429102,3442.520619,4325.304396
346,how close are you to your family,277.25,298.35,549.0232023,1478.672965,2425.444481,3403.509569,4288.695879
346,is there anything you regret,749,769.11,615.4041703,1550.330313,2460.196123,3427.911133,4304.455716
346,what's one of your most memorable experiences,1013.14,1101.56,598.0785945,1556.563761,2471.000449,3428.41279,4315.050141
346,what are you most proud of in your life,681.44,748.46,573.3670583,1533.541316,2484.233206,3441.052723,4295.892675
346,how have you been feeling lately,594.64,612.35,602.5877088,1540.917833,2492.792799,3435.67263,4319.676016
346,have you ever been diagnosed with p_t_s_d,491.55,594.02,561.8161592,1530.755314,2481.771122,3448.393735,4318.233821
347,what are you most proud of in your life,419.12,423.64,561.1940177,1528.972892,2498.696468,3415.899559,4366.361148
347,is there anything you regret,528.81,533.63,615.3938509,1539.922402,2514.385507,3411.135611,4335.174741
347,what's one of your most memorable experiences,466.65,506.35,659.3151216,1547.460071,2488.532057,3395.337975,4355.782423
347,have you ever been diagnosed with p_t_s_d,387.86,390.98,545.3688818,1519.522556,2487.425591,3374.472524,4310.716933
347,how have you been feeling lately,391.93,400.75,594.5084598,1560.617248,2487.457305,3372.553341,4315.750736
347,have you been diagnosed with depression,384.59,387.16,551.3943837,1548.735233,2534.196899,3440.145349,4410.010078
340,what are you most proud of in your life,486.331,497.799,603.6657914,1532.0676,2457.580541,3398.576353,4285.519721
340,what's one of your most memorable experiences,399.89,449.41,629.112871,1559.340907,2475.325241,3388.577771,4297.886513
340,how have you been feeling lately,283.11,289.174,632.7084547,1581.483822,2571.035255,3452.400659,4355.5771
340,uh huh uh huh uh huh is there anything you regret is there anything you regret,538.452,548.064,659.7723881,1576.733174,2482.316889,3411.181165,4321.944537
340,how close are you to your family,134.22,140.42,608.8363839,1596.004177,2532.153726,3497.877258,4359.336129
340,have you ever been diagnosed with p_t_s_d,231.058,233.911,562.4106818,1596.240664,2494.662622,3394.261538,4310.605594
340,have you been diagnosed with depression,234.764,237.279,524.4278486,1489.429801,2446.491235,3400.430677,4386.290837
341,what's one of your most memorable experiences,263.29,299.62,618.044414,1519.429739,2467.950333,3386.157941,4298.985301
341,how have you been feeling lately,684.73,694.46,574.433885,1492.18886,2450.814784,3381.827926,4272.210883
341,is there anything you regret,301.97,319.58,726.2957978,1587.149847,2516.125468,3430.460761,4350.89699
341,how close are you to your family,250.9,261.57,583.3739223,1520.791442,2466.876873,3378.597753,4311.830993
341,have you been diagnosed with depression,769.11,771.69,707.8418147,1567.617375,2480.637838,3426.60695,4363.824324
341,what are you most proud of in your life,788.49,797.74,733.1743002,1612.058456,2523.131749,3455.342009,4357.139417
368,have you been diagnosed with depression,847.226,851.539,585.1147824,1619.529118,2505.422506,3494.036891,4422.664965
368,tell me about your relationship with your family,587.99,641.792,537.8091615,1616.757746,2489.994481,3523.290318,4344.331834
368,how have you been feeling lately,681.379,841.009,542.4661779,1601.14229,2480.89535,3549.2921,4357.672856
368,what's something you feel guilty about,468.914,525.046,564.5464105,1598.833226,2470.862304,3517.180349,4336.620916
368,is there anything you regret,997.602,1065.48,528.8923823,1585.687325,2455.236034,3546.483574,4370.929184
368,have you ever been diagnosed with p_t_s_d,842.362,847.539,506.5831708,1673.955803,2537.407892,3566.879884,4385.104449
369,have you ever been diagnosed with p_t_s_d,652.962,655.78,652.809322,1710.834326,2585.527305,3449.212411,4347.175177
369,what are you most proud of in your life,856.585,925.27,538.3393721,1540.908931,2498.795766,3390.01212,4298.79703
369,is there anything you regret,799.338,821.1,537.9056959,1534.586164,2497.711452,3450.899495,4321.167754
