video,question,starttime,endtime,frame,timestamp,confidence,success,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50,y51,y52,y53,y54,y55,y56,y57,y58,y59,y60,y61,y62,y63,y64,y65,y66,y67
393,how have you been feeling lately,403.424,412.84,12245.0,408.133332155,0.599067467491,0.575971731449,558.540568905,550.571568905,546.371360424,543.730325088,547.116318021,561.296766784,583.326332155,612.947674912,652.98724735,697.424583039,742.669095406,782.545664311,813.204448763,833.384625442,846.228614841,858.766166078,869.404809187,586.414674912,610.434929329,637.570413428,663.023689046,686.406448763,740.539954064,768.214681979,793.446487633,818.784180212,836.89959364,706.449791519,701.171501767,695.824830389,690.262328622,656.515710247,669.662819788,683.048261484,698.532985866,712.604731449,610.769091873,629.261077739,648.442547703,661.618409894,642.862968198,624.227957597,744.766279152,762.618586572,781.665091873,795.726063604,778.847469965,760.439116608,617.829632509,640.248498233,661.585081272,673.952978799,689.13454417,705.962879859,720.97144523,699.169713781,680.226572438,664.517155477,650.277275618,632.602371025,627.303939929,657.327314488,670.742674912,685.599381625,711.197667845,684.288727915,669.347886926,655.949159011,467.256265018,494.495657244,523.077448763,555.567063604,591.972681979,629.602890459,665.973844523,702.880385159,716.767219081,712.866720848,688.724081272,663.074300353,638.165674912,613.636498233,588.446837456,563.011459364,534.598978799,507.575664311,503.818798587,507.995473498,518.499826855,531.871664311,533.89219788,527.734575972,526.688219081,530.666067138,542.163328622,555.41454417,576.72444523,598.288819788,620.513717314,619.299459364,627.203243816,634.052780919,633.397583039,631.473830389,537.069176678,538.495325088,542.010540636,549.896869258,550.803088339,546.836162544,553.436254417,552.381272085,554.732791519,557.89554417,562.547961131,560.567155477,652.138130742,652.874180212,652.621886926,657.77275265,655.44270318,659.835565371,665.339116608,683.235763251,688.68755477,688.443222615,684.798416961,675.263335689,655.826332155,662.867777385,665.882067138,665.782982332,666.956621908,670.903625442,671.497448763,668.388349823
393,tell me about a situation that you wish you had handled differently,231.283,249.982,7219.5,240.61666726,0.856035011388,0.857651245552,564.210982206,563.739218861,564.73919573,567.534879004,577.13324911,598.235037367,627.832279359,661.147836299,698.39844484,734.599256228,766.79202669,795.670371886,819.870718861,835.789476868,844.006131673,848.867914591,851.273446619,587.577094306,607.023524911,632.615154804,658.995670819,683.900829181,737.622156584,762.939494662,787.185912811,811.370992883,829.322042705,712.846295374,713.26616548,713.630733096,713.962005338,679.810740214,695.196062278,710.993169039,726.601380783,740.452825623,619.70230427,636.558537367,653.434496441,669.547078292,653.356412811,636.73022242,748.790322064,765.200163701,781.915035587,797.422548043,782.577254448,766.187489324,647.217508897,670.218190391,692.723811388,707.946588968,725.476580071,745.183172598,763.603005338,744.308268683,724.888197509,706.153896797,689.493880783,667.467229537,656.395030249,691.764414591,707.564546263,725.179572954,755.56105694,724.885156584,706.741809609,690.759587189,452.162359431,485.07119573,517.157791815,547.665197509,578.684316726,608.038633452,635.752133452,662.292352313,673.09274911,667.561763345,646.116160142,622.308005338,595.662905694,564.557386121,531.655658363,497.004482206,461.828051601,443.015912811,434.269233096,434.703959075,442.450741993,453.877233096,453.037996441,443.412640569,437.157295374,436.694572954,445.034845196,480.430708185,504.38013879,528.427080071,553.189825623,557.056224199,564.169606762,569.91433274,565.536049822,560.434772242,470.898391459,469.486407473,469.920202847,476.869448399,478.53402669,477.898736655,477.139558719,470.784211744,470.934209964,474.237384342,479.499514235,479.744437722,588.244142349,587.611128114,588.629240214,593.470677936,590.239902135,591.663078292,592.984886121,611.827032028,622.38211032,623.933238434,621.311941281,609.912626335,590.390523132,599.096492883,601.892983986,600.771729537,594.651784698,603.342934164,604.928702847,602.494037367
393,tell me about the hardest decision you've ever had to make,319.836,380.308,10503.0,350.066666667,0.857361944353,0.853443526171,545.608599449,543.389446832,543.686101928,546.512488705,554.826181267,574.405476584,601.984322314,635.058439669,678.207688705,724.663839669,768.236773003,806.029936639,835.485006061,854.97206832,865.320561433,872.618047383,877.980128926,569.267836364,588.136673278,616.006415427,645.067523416,672.587663361,732.282971901,762.809503581,792.357839669,821.351223691,842.690737741,702.130368595,699.380096419,696.534384573,693.670817631,658.304488705,674.6234573,692.789861157,712.848551515,730.921725069,600.962490909,619.165344904,637.624103581,655.992020937,637.356066667,619.166803857,747.637916253,767.16373168,785.555788981,803.041683747,785.379988981,767.163370248,624.305734435,648.7692573,672.572684848,691.104201102,713.961722865,737.394095868,759.644111295,734.860218733,710.739299725,686.530470523,666.598233609,644.452598347,633.800036364,670.939192837,690.218380716,713.327489807,749.945025344,711.263120661,687.864370799,668.726214876,531.138473829,565.2709427,597.353038017,628.759980165,664.570024242,700.171720661,735.193120661,770.080838017,786.187969146,781.337961433,757.043893113,728.806843526,699.409361433,666.154094766,632.721860055,597.717301928,559.097961433,529.973741598,525.507734435,530.610477686,543.49173168,558.950858402,560.522454545,552.321274931,546.511767493,548.423572452,558.867806612,588.218403306,617.53892562,646.782385124,676.473209366,667.68524573,680.559858402,690.396795592,685.891478788,679.852923416,566.75671405,568.703328926,570.779853994,578.133329477,578.778501377,576.89778843,585.778671074,582.695581267,585.250212672,588.490949311,592.928426446,591.102138292,697.743322314,701.878313499,704.775066667,712.876580165,711.264928926,713.168844077,714.059680441,732.76512562,742.094901928,742.178484848,736.248065565,722.901401653,702.686515152,716.023580165,721.86998843,722.259354821,715.933919008,722.176732231,721.847800551,715.971263912
393,tell me about an event or something that you wish you could erase from your memory,303.349,318.82,9333.5,311.083332618,0.953565667382,0.963519313305,569.421027897,570.315274678,573.383581545,578.737351931,589.638538627,610.022281116,637.119414163,668.841776824,704.40305794,739.92117382,771.952409871,800.189087983,822.365188841,835.360585837,839.715341202,841.411682403,841.175171674,588.061618026,603.507302575,626.527347639,650.468083691,672.834004292,726.00905794,749.767218884,772.650577253,796.013197425,814.412448498,701.817315451,702.381433476,702.776744635,703.166866953,674.652564378,688.853439914,703.751678112,718.569090129,731.760912017,617.637774678,632.988474249,648.987145923,663.95089485,648.613227468,633.01361588,739.600446352,755.308444206,771.457427039,785.86356867,772.13501073,756.391399142,651.772959227,670.868190987,690.002487124,704.10294206,720.109070815,739.107982833,757.622579399,739.803536481,721.500972103,704.168418455,688.938122318,670.020963519,660.216624464,689.587798283,704.096736052,720.305817597,749.836648069,720.060888412,703.467834764,688.857877682,369.091118026,403.329484979,437.075465665,469.773532189,502.300791845,531.932682403,557.857180258,580.172948498,587.419738197,580.225851931,559.001484979,533.172103004,503.334824034,468.562472103,431.648508584,393.473188841,354.840002146,353.445523605,341.146922747,339.158924893,344.334972103,352.714641631,349.071856223,338.361839056,331.737997854,331.227201717,340.658034335,377.772530043,401.701128755,425.801585837,450.664100858,458.755665236,465.177695279,469.827896996,464.290725322,458.406740343,378.136032189,374.197034335,373.516581545,379.226180258,382.552740343,383.022536481,375.608590129,368.630293991,368.095392704,371.144429185,376.916553648,377.885982833,497.968965665,492.289255365,490.287454936,493.89967382,489.768922747,491.629416309,495.495648069,514.271321888,523.763854077,526.038017167,524.551201717,516.268879828,498.998690987,501.403223176,502.932339056,500.944090129,497.175753219,505.418755365,507.720412017,506.314987124
393,what are some things you wish you could change about yourself,496.736,506.64,15051.5,501.683332215,0.978892550336,1.0,538.629714765,542.200956376,548.422389262,557.162174497,571.173624161,593.350033557,619.669479866,649.639181208,683.865805369,718.824681208,749.720221477,776.281127517,795.525208054,805.202134228,806.611238255,805.562557047,802.284959732,554.078268456,568.236687919,590.357993289,613.633996644,635.582154362,687.147755034,709.758684564,731.86552349,754.693577181,773.08852349,664.311100671,665.858587248,667.386412752,669.04009396,642.445765101,656.357265101,670.856338926,685.089479866,697.599966443,581.466627517,595.681278523,611.126567114,626.658543624,611.475815436,596.389187919,701.13,716.004318792,731.774110738,746.409657718,732.795939597,717.37735906,623.546506711,639.837449664,657.870201342,672.09102349,687.493604027,706.912248322,725.011775168,708.640791946,690.871768456,674.014268456,658.748127517,640.409553691,631.651520134,658.625342282,672.986248322,688.781671141,716.944389262,688.467661074,672.410513423,658.025510067,362.652781879,398.060657718,433.860862416,468.393828859,500.454080537,527.034567114,547.340775168,562.390526846,565.19009396,556.135291946,534.685258389,508.68659396,478.719486577,443.138063758,405.779483221,367.746369128,330.968218121,332.66338255,317.383124161,311.738469799,314.403922819,320.780449664,315.841181208,305.283654362,298.787630872,298.597892617,308.877936242,346.342442953,367.879657718,389.496795302,412.025536913,428.863372483,433.076973154,436.044050336,430.682258389,425.066741611,357.254265101,352.053325503,350.194030201,354.233815436,358.449862416,360.125832215,347.088362416,340.628993289,339.812234899,342.199550336,347.611610738,348.853308725,477.178553691,464.315456376,458.271889262,461.091637584,456.300721477,460.55802349,469.120107383,486.769090604,495.554637584,498.478268456,498.145889262,492.234687919,476.68242953,472.057765101,472.312057047,470.014157718,470.227674497,475.256147651,478.174365772,478.103822148
393,have you been diagnosed with depression,424.996,428.17,12798.5,426.583333333,0.96690071875,1.0,592.822520833,589.338083333,586.563552083,585.069270833,591.610645833,609.908239583,636.43409375,668.634916667,704.276677083,739.873510417,772.663729167,801.732791667,825.127583333,841.658197917,852.063364583,860.293802083,866.51840625,626.691333333,646.367770833,672.065927083,697.923166667,721.965229167,769.746520833,793.194875,814.704916667,835.34146875,849.068020833,744.2245625,743.394333333,742.482927083,741.355135417,706.399239583,720.397114583,734.44475,748.881395833,761.526291667,658.93634375,675.082020833,689.539322917,702.584270833,688.74728125,674.584802083,773.554989583,788.06953125,802.304916667,815.027239583,801.943697917,788.2173125,668.992864583,692.592229167,713.850802083,728.819145833,746.516979167,762.578229167,775.755854167,758.68028125,741.475020833,722.972177083,706.7194375,686.926572917,677.764541667,711.20528125,726.798666667,744.42528125,768.711885417,743.434802083,725.37196875,709.518010417,359.694822917,392.069802083,423.969760417,455.799697917,490.964395833,524.8046875,556.79775,587.0208125,599.72428125,595.400677083,573.89940625,549.234145833,522.591854167,492.17071875,460.233833333,427.036677083,392.17990625,366.823083333,356.81446875,357.216677083,365.661322917,377.89396875,380.019364583,371.816208333,367.431791667,367.986416667,377.05509375,407.808135417,429.7415625,451.638447917,474.494260417,477.769958333,485.677677083,492.641135417,489.396166667,485.298666667,397.53603125,398.079114583,398.776739583,403.719875,405.579302083,404.424614583,406.716708333,403.96765625,405.002458333,408.017385417,411.546489583,410.95575,509.779135417,509.129739583,510.95146875,516.727885417,514.731916667,516.952072917,519.739791667,536.388135417,544.361520833,545.088635417,541.37015625,530.469333333,512.163677083,520.893145833,524.739645833,524.339916667,520.989020833,527.528447917,528.566260417,525.20684375
392,have you been diagnosed with depression,407.165,409.58,12252.0,408.366671233,0.983375260274,1.0,538.423013699,539.040808219,542.486178082,547.684109589,557.495780822,573.982041096,595.582205479,622.295671233,650.950986301,677.342630137,699.230657534,717.993383562,732.791205479,742.269945205,748.51290411,753.239191781,755.231767123,564.806821918,580.83169863,601.762821918,623.067684932,642.254068493,672.434671233,691.678739726,710.624452055,728.956273973,741.35730137,657.588616438,658.49760274,659.451246575,660.349739726,634.985123288,646.266150685,657.513452055,668.496506849,678.338616438,588.028958904,600.685383562,615.525150685,627.370054795,614.952876712,600.012945205,682.383342466,694.894054795,708.967808219,719.562753425,709.93539726,696.08560274,612.900027397,630.513986301,645.688123288,656.635,668.666,682.281767123,693.986643836,682.075671233,669.014410959,656.325178082,644.308986301,629.388041096,620.398739726,644.802054795,656.073068493,668.28009589,687.698506849,668.266767123,656.11590411,644.754273973,477.340109589,505.700164384,533.79490411,561.248013699,587.948232877,612.776273973,634.985109589,653.130369863,657.956835616,653.052780822,635.932383562,614.584643836,590.46690411,563.730753425,536.461479452,509.010931507,480.334547945,468.450520548,457.855027397,455.680534247,459.652671233,467.457232877,466.588684932,458.644287671,455.328041096,458.186534247,468.930931507,489.020027397,509.331424658,529.625917808,550.348465753,560.510958904,564.777876712,568.344671233,565.071753425,561.236794521,488.447575342,482.083287671,482.888465753,492.452383562,495.214917808,494.975479452,492.013041096,482.511520548,482.516273973,488.826136986,494.773342466,495.090931507,596.500534247,591.223205479,587.730479452,591.030589041,588.231534247,591.584972603,596.542232877,608.780013699,614.183246575,615.412219178,613.905205479,608.777712329,597.582657534,597.889383562,599.275410959,598.040684932,597.619013699,599.082917808,600.368438356,598.73860274
392,tell me about an event or something that you wish you could erase from your memory,271.922,294.599,8499.0,283.266666667,0.981683577093,1.0,546.630983847,546.421763583,548.733809104,553.419477239,564.118820852,581.962997063,604.196323054,630.796400881,658.403657856,683.635580029,704.232932452,722.218814978,736.931707783,746.868281938,753.663666667,758.926518355,761.58938326,578.982649046,595.477994126,616.531160059,637.747537445,656.847552129,688.894120411,706.931681351,724.312555066,740.905343612,751.638859031,672.333847283,673.22923348,674.235624082,675.156715125,647.571126285,659.127196769,670.586023495,681.476022026,691.028809104,602.355696035,615.299854626,629.230339207,640.443791483,628.419171806,614.448117474,694.679230543,707.101643172,720.237885463,729.953820852,720.569960352,707.701982379,622.746857562,641.89964464,657.796901615,668.660947137,680.561891336,693.30707489,703.527499266,692.280812041,679.857077827,667.48636417,655.571800294,640.14561674,630.138798825,656.467568282,667.663483113,679.649481645,697.670861968,679.710765051,667.818116006,656.478585903,478.092475771,506.355474302,534.476715125,562.430461087,590.050901615,615.744140969,638.672790015,657.577017621,662.321281938,656.753209985,638.427330396,616.82320558,593.271882526,567.596483113,541.360609398,514.730124816,487.01148605,473.684687225,463.437145374,461.407142438,465.841096916,474.197712188,473.760143906,466.058207048,462.805703377,465.10904699,475.028161527,497.244427313,517.720876652,538.107207048,558.894696035,566.21087812,570.969092511,575.130619677,571.609883994,567.443527166,496.019951542,491.301806167,492.074099853,499.852955947,502.604975037,502.256700441,499.717052863,492.354948605,492.562528634,497.512597651,502.836767988,502.967530103,598.132356828,594.587806167,592.346506608,595.62613069,592.919111601,595.278132159,598.622947137,612.261017621,618.401508076,619.951720999,618.37053304,612.479284875,599.561516887,601.843095448,603.348472834,601.915593245,600.106071953,603.646628488,605.317132159,603.72384141
392,what's something you feel guilty about,214.981,226.851,6628.5,220.916667598,0.976710041899,1.0,545.177455307,545.228561453,547.819100559,552.582946927,562.863667598,580.257312849,602.288159218,629.06127095,657.016399441,682.575346369,703.764597765,722.156304469,737.001097765,746.711430168,753.084522346,757.908427374,760.168698324,574.807145251,590.651058659,611.321611732,632.435022346,651.424421788,682.523684358,700.907315642,718.784396648,736.053449721,747.707547486,667.026670391,668.019581006,669.090988827,670.08252514,643.757248603,655.158583799,666.431689944,677.249905028,686.912600559,597.804446927,610.627150838,624.741955307,636.166178771,624.068427374,609.9005,690.619363128,702.952784916,716.360324022,726.470681564,716.96598324,703.806231844,620.03926257,638.553664804,654.284787709,665.24476257,677.132081006,690.406013966,701.221259777,689.733497207,676.936064246,664.455851955,652.456002793,637.043458101,627.510801676,653.143776536,664.425505587,676.448815642,695.172167598,676.436625698,664.478849162,653.075027933,474.929960894,503.418005587,531.695932961,559.462905028,586.410122905,611.263416201,633.062326816,650.71927933,655.405631285,650.587212291,633.991075419,613.365296089,589.919681564,563.572273743,536.393790503,508.939223464,480.627134078,465.706209497,454.512326816,451.803662011,455.577,463.41577933,463.079083799,455.585212291,452.851564246,455.92196648,466.76849162,487.167120112,506.498117318,525.737689944,545.512860335,556.443217877,560.525969274,564.123793296,560.954896648,557.330550279,487.647734637,482.226706704,482.904963687,491.15097486,493.940013966,493.669530726,491.184790503,483.257036313,483.486360335,489.060435754,494.33777095,494.482039106,592.010326816,586.34427933,582.972061453,586.260335196,583.619835196,587.093435754,592.364122905,605.198511173,610.809723464,612.062541899,610.592639665,605.168614525,593.01573743,593.349329609,594.730195531,593.588424581,593.393175978,595.72903352,596.992256983,595.474773743
392,is there anything you regret,454.385,464.87,13790.0,459.633333333,0.978323098413,1.0,528.168298413,528.957438095,532.574707937,538.566796825,549.680777778,567.22627619,588.568352381,614.564742857,642.769314286,669.237219048,691.562438095,710.633025397,725.217492063,734.410873016,740.103926984,744.26744127,746.053314286,554.815803175,569.786339683,590.080965079,611.012304762,629.83147619,662.424746032,681.272114286,699.846222222,717.817711111,730.097311111,646.586507937,647.486136508,648.444993651,649.396330159,624.589980952,635.952761905,647.331330159,658.42855873,668.345371429,577.91584127,590.475669841,604.740355556,616.518622222,604.292685714,589.98192381,671.861803175,684.270034921,697.955377778,708.574450794,698.866815873,685.392361905,603.645396825,620.907565079,636.323965079,647.109453968,658.815526984,672.756863492,684.656631746,672.596920635,659.367295238,646.966698413,635.173114286,620.005746032,610.957688889,635.674587302,646.70284127,658.605374603,678.342946032,658.465806349,646.589130159,635.429273016,484.157406349,512.827692063,541.287028571,569.36631746,596.845304762,622.184269841,644.636168254,662.680593651,666.736307937,660.366974603,641.565247619,618.894285714,594.107066667,567.161533333,539.868206349,512.523342857,484.204838095,475.451146032,464.226901587,461.468053968,465.242228571,473.101980952,471.987203175,463.743714286,460.049292063,462.476009524,472.896609524,496.876968254,516.786707937,536.618101587,556.930006349,567.084133333,571.288377778,574.852425397,571.143479365,566.926530159,497.945574603,492.574377778,493.06484127,500.898926984,504.051793651,504.032,499.69615873,491.793990476,491.665692063,496.630473016,502.413466667,502.9192,602.576968254,597.067003175,593.566577778,596.606069841,593.672177778,596.492012698,601.008111111,615.558752381,622.01008254,623.685520635,622.444501587,616.883571429,603.590190476,603.76824127,604.92475873,603.468390476,602.403657143,606.906225397,608.62068254,607.294460317
392,tell me about the hardest decision you've ever had to make,297.236,334.134,9471.5,315.683333032,0.979323950361,1.0,553.484629061,552.543013538,554.090628159,558.261754513,568.812444043,586.694138989,608.998699458,635.724818592,663.268534296,688.317934116,708.449865523,726.185867329,740.998805957,751.207599278,758.311967509,763.524954874,766.019429603,587.84582852,604.741498195,625.662074007,646.6509287,665.258924188,696.931721119,714.547880866,731.422360108,747.475276173,757.735041516,680.597015343,681.632054152,682.79740704,683.864155235,655.410570397,667.027301444,678.473079422,689.260956679,698.65440704,610.334399819,623.439971119,637.177162455,648.221789711,636.294810469,622.52918231,702.065716606,714.475276173,727.380702166,736.762084838,727.579951264,714.948019856,628.746108303,648.619228339,665.284773466,676.238650722,688.16451083,700.854519856,710.34973917,699.335768953,686.771580325,674.336123646,662.252044224,646.262314079,636.261333032,663.656720217,674.978661552,686.944724729,704.592541516,686.85601083,674.890022563,663.417048736,471.549022563,500.112436823,528.780351986,556.950373646,584.58191426,610.056004513,632.477461191,651.045848375,656.33382852,651.554018953,634.070885379,612.836270758,589.317568592,563.418141697,536.828536101,509.843856498,482.131116426,462.299400722,451.860930505,449.678398014,453.993555054,462.332687726,462.332398014,454.990935018,452.308591155,455.187402527,465.640106498,485.601447653,505.701006318,525.654203069,546.123390794,555.081088448,559.726355596,563.798243682,560.540146209,556.651233755,484.740500903,479.784172383,480.631976534,488.537936823,490.988611011,490.543027978,489.185505415,481.914994585,482.348319495,487.803697653,492.553362816,492.417072202,588.52651444,583.846953069,581.38757852,584.81706769,582.258390794,585.329404332,590.116021661,604.073800542,610.27917509,611.612232852,609.905666065,603.486283394,589.875304152,591.422144404,592.999471119,591.827699458,591.294777978,595.058333032,596.496767148,594.814234657
392,how have you been feeling lately,384.174,395.09,11690.0,389.633334347,0.982486914894,1.0,539.338990881,540.071571429,543.654848024,549.356866261,560.050349544,577.355443769,599.165006079,625.837841945,654.702528875,681.523577508,703.677203647,722.366161094,736.572489362,745.364164134,750.820942249,754.656109422,755.861261398,565.201753799,580.726048632,601.063893617,621.903568389,640.743571429,672.935887538,691.900455927,710.599431611,728.639972644,740.814835866,657.47599696,658.505863222,659.626039514,660.726328267,635.521328267,646.984306991,658.443382979,669.586483283,679.513121581,588.318370821,600.728121581,615.268984802,627.204993921,614.867191489,600.263264438,682.333620061,694.795917933,708.676446809,719.362355623,709.69506079,696.054036474,613.267665653,631.099768997,646.827778116,657.989708207,670.145598784,684.366911854,696.650717325,684.36487538,670.842981763,658.012960486,645.834601824,630.229106383,620.599516717,646.254240122,657.661164134,670.022471125,690.325483283,669.90993617,657.598990881,646.089112462,479.373395137,507.867255319,536.320513678,564.307635258,591.563392097,616.787027356,639.186765957,657.223255319,661.371762918,655.107972644,636.266206687,613.55550152,588.799945289,561.972933131,534.935276596,507.772741641,479.551531915,468.991990881,458.342477204,455.770054711,459.536972644,467.236279635,466.012802432,457.702860182,454.091328267,456.704361702,467.136072948,489.850902736,510.232261398,530.579179331,551.382352584,561.718726444,565.939155015,569.495826748,565.857981763,561.611790274,490.575869301,484.517091185,485.097404255,493.72556231,496.751787234,496.740826748,492.466158055,483.59937386,483.418677812,489.069696049,494.927963526,495.412553191,597.059513678,592.130702128,588.877167173,591.948696049,588.874547112,591.416924012,595.403844985,609.453629179,615.859227964,617.576413374,616.298270517,610.777957447,598.179361702,598.984793313,600.162653495,598.544155015,596.850145897,600.719601824,602.476458967,601.109221884
392,tell me about a situation that you wish you had handled differently,251.19,269.968,7818.5,260.583333333,0.976765507092,1.0,538.658507092,538.676132979,541.012881206,545.658606383,556.220741135,574.160705674,596.379578014,623.663487589,651.863634752,677.700524823,698.939741135,717.227152482,731.562296099,740.734803191,746.60047695,751.140650709,753.238576241,570.604191489,586.049136525,606.752753546,628.077542553,647.258297872,679.225416667,697.093365248,714.305388298,730.814992908,741.766374113,663.318758865,664.562838652,665.890455674,667.129216312,640.303406028,651.710675532,662.883347518,673.496870567,682.88585461,593.870753546,606.751230496,620.540576241,631.789884752,619.86937234,606.083911348,685.987900709,698.196719858,711.316760638,721.050764184,711.777322695,698.938072695,615.754175532,634.534390071,650.471255319,661.477835106,673.207879433,686.187030142,696.168129433,685.171595745,672.59818617,660.302852837,648.288567376,632.749007092,623.245934397,649.182691489,660.498560284,672.365794326,690.263292553,672.230086879,660.447842199,648.996558511,479.454617021,507.786810284,535.77310461,563.651056738,591.328920213,616.944228723,639.384810284,657.704180851,662.108946809,656.068859929,637.569473404,615.32352305,591.135656028,564.640280142,537.82547695,510.777783688,482.962223404,473.172374113,461.354079787,458.069379433,461.682888298,469.418164894,468.574132979,460.72170922,457.64875,460.228140071,470.679508865,494.724609929,513.745650709,532.652508865,552.162489362,563.18366844,567.105283688,570.694173759,567.466390071,563.730072695,496.634140071,491.830265957,492.22187234,499.38201773,502.606289007,502.50512234,498.201551418,491.229989362,491.259439716,495.939921986,501.343760638,501.674072695,598.833124113,593.086753546,589.736962766,592.941015957,590.122156028,593.219400709,598.117118794,611.986707447,617.998182624,619.544615248,618.208099291,612.657333333,599.779085106,600.291411348,601.545485816,600.230671986,599.335196809,602.928920213,604.515393617,603.206721631
392,have you ever been diagnosed with p_t_s_d,403.665,406.41,12152.0,405.033337349,0.98327253012,1.0,538.134228916,539.075,542.835277108,548.345903614,558.415457831,575.098373494,596.909277108,623.762036145,652.597566265,679.181590361,701.192385542,719.83760241,734.250204819,743.255277108,749.13139759,753.568445783,755.283012048,564.360855422,580.199951807,601.027168675,622.305542169,641.556277108,671.74739759,690.969084337,709.900060241,728.244277108,740.739337349,657.083566265,658.083542169,659.133843373,660.147084337,635.190313253,646.444168675,657.656204819,668.590722892,678.381831325,587.833831325,600.382168675,615.208168675,627.078216867,614.745626506,599.829192771,682.015192771,694.414096386,708.493216867,719.148,709.563180723,695.719855422,613.76060241,631.013746988,646.070409639,657.126626506,669.210975904,682.886036145,694.540156627,682.818759036,669.812253012,657.042795181,644.929180723,630.069445783,621.222662651,645.335228916,656.677807229,668.966686747,688.222325301,668.920554217,656.683024096,645.251771084,478.80153012,507.126939759,535.132072289,562.555228916,589.241144578,614.028204819,636.208542169,654.161626506,658.553337349,653.05473494,635.258481928,613.447915663,589.090807229,562.345421687,535.33660241,508.191915663,479.771349398,470.084240964,459.45486747,457.076662651,460.837855422,468.437108434,467.232626506,459.200698795,455.700554217,458.363951807,468.849903614,489.901554217,510.228987952,530.54639759,551.267975904,561.577951807,565.711433735,569.165048193,565.791554217,561.850807229,489.928120482,483.473024096,484.142337349,493.570614458,496.457927711,496.343373494,492.518024096,482.992337349,482.859385542,489.003771084,495.059855422,495.508289157,597.926024096,592.307048193,588.575783133,591.772987952,588.811481928,592.058903614,597.05953012,609.513481928,615.191313253,616.640975904,615.259542169,610.276301205,598.895361446,598.808506024,600.070722892,598.683843373,598.215216867,599.984024096,601.477253012,599.968626506
392,what are some things you wish you could change about yourself,487.224,527.468,15221.5,507.35,0.974684637417,1.0,533.330355132,533.678298013,536.632665563,542.094131623,553.505005795,571.953101821,594.501528974,621.421830298,649.569891556,675.38120447,696.488953642,714.645839404,728.754238411,737.773248344,743.615124172,747.980377483,749.786692053,564.80542798,580.746659768,601.450956954,622.645863411,641.727437914,674.295231788,692.298220199,709.782139901,726.559532285,737.699649834,658.222643212,659.497233444,660.917846854,662.283755795,635.644194536,647.111616722,658.386595199,669.098668046,678.543680464,588.211981788,601.086610099,615.191536424,626.585032285,614.565844371,600.428678808,681.176995033,693.452371689,706.777012417,716.719528974,707.387998344,694.322519868,612.019089404,630.760812086,646.573306291,657.376116722,668.934552152,681.891872517,692.286084437,681.182774007,668.711724338,656.603340232,644.785645695,629.312849338,619.430660596,645.510000828,656.588891556,668.290351821,686.293624172,668.228567881,656.615687914,645.430734272,490.868451987,519.714191225,548.39240149,576.665925497,604.069692881,629.070894868,650.813665563,668.264332781,672.275249172,666.225721854,647.832391556,625.802033113,601.601365894,575.159656457,548.400293874,521.583130795,493.967600993,480.944178808,469.798241722,466.898272351,470.715963576,478.666221026,478.062862583,470.34318957,467.199514901,469.803661424,480.157149007,503.272477649,522.740403146,542.095592715,561.973544702,573.127833609,577.088879967,580.620582781,577.323738411,573.419797185,504.416403974,499.222993377,499.750974338,507.496067053,510.63242053,510.507309603,506.851139901,499.324774834,499.398546358,504.499479305,509.970479305,510.269924669,608.831582781,603.235272351,599.821948675,602.945208609,600.101959437,603.195929636,607.895693709,621.320118377,627.233196192,628.803812086,627.538635762,622.242044702,609.790205298,610.253499172,611.435625828,610.055566225,609.172525662,612.114351821,613.730266556,612.46042053
